Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
178,1122.00,0.001,-7.229,12.5960,3.2492,49.3459,1.4279,4.7284,3.7396,0.0000,4.0475,0.0000,16.3369,0.0000,0.0000,20.0703,0.3035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-201.950,-161.597,28.924,3.877,14.870,0.484024,0.186580,0.124629,0.079491,-0.000418,0.104031,0.021664
179,1121.00,0.001,-7.242,12.7590,3.2494,49.3387,1.4408,4.7280,3.7341,0.0000,4.0379,0.0000,16.3275,0.0000,0.0000,20.0882,0.3049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-204.544,-163.715,29.286,3.927,15.060,0.484811,0.185758,0.124336,0.079869,-0.000078,0.103540,0.021765
180,1120.00,0.001,-7.254,12.9162,3.2496,49.3316,1.4536,4.7276,3.7285,0.0000,4.0285,0.0000,16.3181,0.0000,0.0000,20.1058,0.3062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-207.042,-165.758,29.634,3.975,15.244,0.485588,0.184947,0.124050,0.080242,0.000255,0.103055,0.021863
181,1120.00,0.001,-7.254,12.9162,3.2496,49.3316,1.4536,4.7276,3.7285,0.0000,4.0285,0.0000,16.3181,0.0000,0.0000,20.1058,0.3062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-207.042,-165.758,29.634,3.975,15.244,0.485588,0.184947,0.124050,0.080242,0.000255,0.103055,0.021863
182,1119.00,0.001,-7.267,13.0677,3.2498,49.3246,1.4661,4.7272,3.7230,0.0000,4.0193,0.0000,16.3089,0.0000,0.0000,20.1233,0.3076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-209.450,-167.730,29.968,4.021,15.421,0.486355,0.184145,0.123770,0.080610,0.000583,0.102577,0.021960
183,1118.00,0.001,-7.280,13.2139,3.2499,49.3177,1.4785,4.7268,3.7175,0.0000,4.0103,0.0000,16.2997,0.0000,0.0000,20.1405,0.3089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-211.771,-169.633,30.291,4.066,15.591,0.487113,0.183353,0.123495,0.080974,0.000905,0.102105,0.022054
184,1117.00,0.001,-7.292,13.3549,3.2501,49.3110,1.4906,4.7264,3.7121,0.0000,4.0015,0.0000,16.2906,0.0000,0.0000,20.1576,0.3102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-214.009,-171.470,30.601,4.109,15.755,0.487862,0.182569,0.123227,0.081334,0.001221,0.101640,0.022147
185,1116.00,0.001,-7.305,13.4910,3.2503,49.3043,1.5026,4.7260,3.7066,0.0000,3.9929,0.0000,16.2816,0.0000,0.0000,20.1745,0.3115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-216.168,-173.244,30.899,4.151,15.914,0.488602,0.181794,0.122963,0.081690,0.001532,0.101181,0.022238
186,1115.00,0.001,-7.318,13.6223,3.2505,49.2977,1.5145,4.7256,3.7012,0.0000,3.9844,0.0000,16.2726,0.0000,0.0000,20.1912,0.3127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-218.250,-174.958,31.187,4.191,16.067,0.489332,0.181028,0.122705,0.082043,0.001837,0.100728,0.022327
187,1114.00,0.001,-7.330,13.7492,3.2507,49.2911,1.5262,4.7253,3.6958,0.0000,3.9761,0.0000,16.2637,0.0000,0.0000,20.2078,0.3139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-220.260,-176.615,31.464,4.230,16.214,0.490054,0.180270,0.122452,0.082392,0.002136,0.100281,0.022414
188,1113.00,0.001,-7.343,13.8717,3.2509,49.2847,1.5377,4.7250,3.6905,0.0000,3.9680,0.0000,16.2549,0.0000,0.0000,20.2242,0.3151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-222.199,-178.216,31.730,4.267,16.357,0.490768,0.179519,0.122204,0.082739,0.002430,0.099840,0.022500
189,1112.00,0.001,-7.356,13.9900,3.2511,49.2782,1.5491,4.7247,3.6851,0.0000,3.9600,0.0000,16.2461,0.0000,0.0000,20.2405,0.3163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-224.071,-179.764,31.987,4.303,16.494,0.491473,0.178776,0.121961,0.083082,0.002719,0.099405,0.022583
190,1111.00,0.001,-7.368,14.1043,3.2512,49.2719,1.5603,4.7245,3.6798,0.0000,3.9521,0.0000,16.2373,0.0000,0.0000,20.2567,0.3174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-225.878,-181.260,32.235,4.338,16.627,0.492170,0.178040,0.121722,0.083423,0.003003,0.098976,0.022665
191,1110.00,0.001,-7.381,14.2148,3.2514,49.2656,1.5714,4.7243,3.6745,0.0000,3.9444,0.0000,16.2286,0.0000,0.0000,20.2727,0.3185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-227.624,-182.708,32.474,4.372,16.755,0.492860,0.177311,0.121487,0.083762,0.003282,0.098553,0.022746
192,1110.00,0.001,-7.381,14.2148,3.2514,49.2656,1.5714,4.7243,3.6745,0.0000,3.9444,0.0000,16.2286,0.0000,0.0000,20.2727,0.3185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-227.624,-182.708,32.474,4.372,16.755,0.492860,0.177311,0.121487,0.083762,0.003282,0.098553,0.022746
193,1109.00,0.001,-7.394,14.3217,3.2516,49.2593,1.5824,4.7241,3.6692,0.0000,3.9368,0.0000,16.2199,0.0000,0.0000,20.2886,0.3196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-229.310,-184.109,32.703,4.404,16.878,0.493541,0.176589,0.121256,0.084099,0.003555,0.098135,0.022824
194,1108.00,0.001,-7.407,14.4249,3.2518,49.2530,1.5933,4.7240,3.6640,0.0000,3.9294,0.0000,16.2113,0.0000,0.0000,20.3043,0.3207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-230.938,-185.464,32.925,4.436,16.998,0.494214,0.175874,0.121030,0.084435,0.003824,0.097722,0.022901
195,1107.00,0.001,-7.420,14.5279,3.2520,49.2464,1.6044,4.7241,3.6588,0.0000,3.9220,0.0000,16.2025,0.0000,0.0000,20.3201,0.3218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-232.562,-186.816,33.146,4.467,17.117,0.494877,0.175158,0.120804,0.084780,0.004095,0.097310,0.022977
196,1106.00,0.001,-7.432,14.6395,3.2522,49.2383,1.6167,4.7248,3.6537,0.0000,3.9143,0.0000,16.1932,0.0000,0.0000,20.3362,0.3228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-234.323,-188.278,33.386,4.501,17.246,0.495514,0.174425,0.120569,0.085169,0.004388,0.096880,0.023054
197,1105.00,0.001,-7.445,14.7470,3.2524,49.2302,1.6288,4.7256,3.6487,0.0000,3.9067,0.0000,16.1840,0.0000,0.0000,20.3521,0.3239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-236.017,-189.688,33.617,4.534,17.371,0.496144,0.173700,0.120340,0.085556,0.004675,0.096457,0.023129
198,1105.00,0.001,-7.445,14.7470,3.2524,49.2302,1.6288,4.7256,3.6487,0.0000,3.9067,0.0000,16.1840,0.0000,0.0000,20.3521,0.3239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-236.017,-189.688,33.617,4.534,17.371,0.496144,0.173700,0.120340,0.085556,0.004675,0.096457,0.023129
199,1104.00,0.001,-7.458,14.8505,3.2526,49.2222,1.6408,4.7264,3.6437,0.0000,3.8993,0.0000,16.1748,0.0000,0.0000,20.3680,0.3249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-237.647,-191.047,33.838,4.566,17.490,0.496766,0.172981,0.120115,0.085940,0.004957,0.096040,0.023202
200,1103.00,0.001,-7.471,14.9501,3.2528,49.2141,1.6526,4.7273,3.6388,0.0000,3.8920,0.0000,16.1656,0.0000,0.0000,20.3837,0.3259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-239.215,-192.357,34.050,4.596,17.605,0.497379,0.172269,0.119894,0.086323,0.005234,0.095629,0.023273
201,1102.00,0.001,-7.484,15.0461,3.2530,49.2061,1.6644,4.7282,3.6339,0.0000,3.8849,0.0000,16.1564,0.0000,0.0000,20.3993,0.3268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-240.724,-193.619,34.254,4.625,17.716,0.497985,0.171563,0.119677,0.086704,0.005505,0.095224,0.023342
202,1101.00,0.001,-7.497,15.1386,3.2532,49.1981,1.6760,4.7292,3.6290,0.0000,3.8779,0.0000,16.1473,0.0000,0.0000,20.4147,0.3278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-242.176,-194.837,34.450,4.653,17.822,0.498583,0.170863,0.119465,0.087084,0.005771,0.094825,0.023410
203,1100.00,0.001,-7.510,15.2277,3.2534,49.1901,1.6875,4.7303,3.6241,0.0000,3.8710,0.0000,16.1382,0.0000,0.0000,20.4301,0.3287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-243.575,-196.012,34.638,4.680,17.925,0.499173,0.170169,0.119256,0.087463,0.006032,0.094432,0.023476
204,1100.00,0.001,-7.510,15.2277,3.2534,49.1901,1.6875,4.7303,3.6241,0.0000,3.8710,0.0000,16.1382,0.0000,0.0000,20.4301,0.3287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-243.575,-196.012,34.638,4.680,17.925,0.499173,0.170169,0.119256,0.087463,0.006032,0.094432,0.023476
205,1099.00,0.001,-7.523,15.3142,3.2537,49.1820,1.6990,4.7314,3.6193,0.0000,3.8642,0.0000,16.1290,0.0000,0.0000,20.4454,0.3296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-244.930,-197.153,34.819,4.707,18.024,0.499754,0.169479,0.119050,0.087844,0.006290,0.094043,0.023540
206,1098.00,0.001,-7.536,15.3977,3.2539,49.1739,1.7104,4.7327,3.6145,0.0000,3.8576,0.0000,16.1199,0.0000,0.0000,20.4606,0.3304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-246.237,-198.255,34.994,4.732,18.120,0.500328,0.168795,0.118847,0.088225,0.006543,0.093660,0.023603
207,1097.00,0.001,-7.549,15.4781,3.2541,49.1657,1.7217,4.7340,3.6098,0.0000,3.8510,0.0000,16.1107,0.0000,0.0000,20.4758,0.3313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-247.495,-199.319,35.161,4.757,18.212,0.500894,0.168115,0.118648,0.088605,0.006792,0.093282,0.023663
208,1096.00,0.001,-7.562,15.5557,3.2543,49.1576,1.7329,4.7355,3.6051,0.0000,3.8445,0.0000,16.1016,0.0000,0.0000,20.4908,0.3321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-248.706,-200.345,35.322,4.780,18.301,0.501453,0.167441,0.118452,0.088986,0.007036,0.092910,0.023723
209,1095.00,0.001,-7.575,15.6304,3.2545,49.1493,1.7441,4.7370,3.6004,0.0000,3.8382,0.0000,16.0925,0.0000,0.0000,20.5057,0.3329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-249.872,-201.335,35.476,4.803,18.386,0.502004,0.166771,0.118259,0.089367,0.007276,0.092543,0.023780
210,1094.00,0.001,-7.588,15.7025,3.2547,49.1411,1.7552,4.7386,3.5957,0.0000,3.8319,0.0000,16.0833,0.0000,0.0000,20.5206,0.3337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-250.995,-202.291,35.624,4.825,18.469,0.502548,0.166106,0.118069,0.089748,0.007511,0.092181,0.023836
211,1093.00,0.001,-7.601,15.7719,3.2549,49.1328,1.7662,4.7403,3.5911,0.0000,3.8257,0.0000,16.0742,0.0000,0.0000,20.5354,0.3344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-252.076,-203.213,35.766,4.846,18.548,0.503085,0.165446,0.117882,0.090131,0.007743,0.091824,0.023890
212,1092.00,0.001,-7.614,15.8389,3.2551,49.1244,1.7771,4.7421,3.5865,0.0000,3.8196,0.0000,16.0651,0.0000,0.0000,20.5501,0.3352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-253.116,-204.104,35.903,4.866,18.624,0.503615,0.164789,0.117697,0.090514,0.007970,0.091471,0.023943
213,1091.00,0.001,-7.627,15.9035,3.2553,49.1159,1.7881,4.7440,3.5819,0.0000,3.8136,0.0000,16.0559,0.0000,0.0000,20.5648,0.3359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-254.118,-204.963,36.033,4.885,18.698,0.504137,0.164137,0.117515,0.090898,0.008194,0.091124,0.023995
214,1090.00,0.001,-7.640,15.9657,3.2555,49.1074,1.7989,4.7460,3.5774,0.0000,3.8076,0.0000,16.0467,0.0000,0.0000,20.5793,0.3366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-255.083,-205.794,36.159,4.904,18.768,0.504653,0.163489,0.117335,0.091283,0.008414,0.090782,0.024045
215,1090.00,0.001,-7.640,15.9657,3.2555,49.1074,1.7989,4.7460,3.5774,0.0000,3.8076,0.0000,16.0467,0.0000,0.0000,20.5793,0.3366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-255.083,-205.794,36.159,4.904,18.768,0.504653,0.163489,0.117335,0.091283,0.008414,0.090782,0.024045
216,1089.00,0.001,-7.654,16.0258,3.2558,49.0988,1.8098,4.7481,3.5729,0.0000,3.8018,0.0000,16.0375,0.0000,0.0000,20.5938,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-256.012,-206.595,36.279,4.922,18.836,0.505161,0.162844,0.117158,0.091670,0.008630,0.090444,0.024093
217,1088.00,0.001,-7.667,16.0837,3.2560,49.0902,1.8206,4.7503,3.5685,0.0000,3.7960,0.0000,16.0284,0.0000,0.0000,20.6083,0.3379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-256.907,-207.369,36.394,4.940,18.902,0.505662,0.162203,0.116983,0.092059,0.008843,0.090110,0.024140
218,1087.00,0.001,-7.680,16.1395,3.2562,49.0814,1.8313,4.7526,3.5640,0.0000,3.7903,0.0000,16.0191,0.0000,0.0000,20.6227,0.3385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-257.768,-208.116,36.505,4.957,18.965,0.506157,0.161565,0.116809,0.092449,0.009052,0.089781,0.024186
219,1086.00,0.001,-7.693,16.1934,3.2564,49.0726,1.8421,4.7551,3.5596,0.0000,3.7846,0.0000,16.0099,0.0000,0.0000,20.6370,0.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-258.597,-208.838,36.610,4.973,19.026,0.506644,0.160931,0.116638,0.092842,0.009258,0.089457,0.024231
220,1085.00,0.001,-7.706,16.2453,3.2566,49.0636,1.8528,4.7577,3.5553,0.0000,3.7790,0.0000,16.0006,0.0000,0.0000,20.6513,0.3397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-259.395,-209.535,36.712,4.988,19.084,0.507124,0.160300,0.116469,0.093237,0.009460,0.089136,0.024274
221,1084.00,0.001,-7.720,16.2953,3.2568,49.0546,1.8635,4.7603,3.5510,0.0000,3.7734,0.0000,15.9913,0.0000,0.0000,20.6656,0.3403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-260.163,-210.208,36.809,5.003,19.140,0.507598,0.159672,0.116302,0.093634,0.009660,0.088820,0.024316
222,1083.00,0.001,-7.733,16.3436,3.2571,49.0454,1.8742,4.7631,3.5467,0.0000,3.7680,0.0000,15.9820,0.0000,0.0000,20.6797,0.3408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-260.902,-210.858,36.901,5.018,19.194,0.508064,0.159047,0.116136,0.094033,0.009856,0.088507,0.024356
223,1082.00,0.001,-7.746,16.3902,3.2573,49.0361,1.8849,4.7661,3.5424,0.0000,3.7625,0.0000,15.9727,0.0000,0.0000,20.6939,0.3414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-261.613,-211.486,36.990,5.032,19.246,0.508524,0.158425,0.115972,0.094435,0.010050,0.088199,0.024396
224,1081.00,0.001,-7.760,16.4350,3.2575,49.0268,1.8956,4.7691,3.5382,0.0000,3.7571,0.0000,15.9633,0.0000,0.0000,20.7080,0.3419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-262.298,-212.092,37.075,5.045,19.296,0.508977,0.157805,0.115809,0.094840,0.010241,0.087894,0.024434
225,1080.00,0.001,-7.773,16.4783,3.2577,49.0173,1.9063,4.7723,3.5340,0.0000,3.7518,0.0000,15.9539,0.0000,0.0000,20.7220,0.3424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-262.956,-212.678,37.157,5.058,19.345,0.509422,0.157188,0.115648,0.095248,0.010429,0.087593,0.024471
226,1080.00,0.001,-7.773,16.4783,3.2577,49.0173,1.9063,4.7723,3.5340,0.0000,3.7518,0.0000,15.9539,0.0000,0.0000,20.7220,0.3424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-262.956,-212.678,37.157,5.058,19.345,0.509422,0.157188,0.115648,0.095248,0.010429,0.087593,0.024471
227,1079.00,0.001,-7.786,16.5200,3.2580,49.0076,1.9170,4.7756,3.5299,0.0000,3.7465,0.0000,15.9445,0.0000,0.0000,20.7360,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-263.590,-213.243,37.234,5.071,19.391,0.509861,0.156574,0.115488,0.095659,0.010614,0.087296,0.024507
228,1078.00,0.001,-7.800,16.5602,3.2582,48.9979,1.9277,4.7790,3.5258,0.0000,3.7412,0.0000,15.9350,0.0000,0.0000,20.7500,0.3434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-264.199,-213.789,37.309,5.083,19.436,0.510293,0.155962,0.115330,0.096073,0.010797,0.087002,0.024542
229,1077.00,0.001,-7.813,16.5990,3.2584,48.9880,1.9384,4.7826,3.5217,0.0000,3.7360,0.0000,15.9255,0.0000,0.0000,20.7639,0.3439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-264.785,-214.317,37.379,5.094,19.478,0.510718,0.155353,0.115173,0.096491,0.010978,0.086711,0.024576
230,1076.00,0.001,-7.827,16.6364,3.2586,48.9780,1.9492,4.7862,3.5177,0.0000,3.7309,0.0000,15.9160,0.0000,0.0000,20.7778,0.3443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-265.348,-214.826,37.447,5.105,19.519,0.511136,0.154745,0.115017,0.096912,0.011156,0.086424,0.024609
231,1075.00,0.001,-7.840,16.6724,3.2589,48.9678,1.9599,4.7901,3.5137,0.0000,3.7257,0.0000,15.9064,0.0000,0.0000,20.7917,0.3447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-265.890,-215.318,37.512,5.116,19.559,0.511548,0.154140,0.114863,0.097336,0.011332,0.086141,0.024641
232,1074.00,0.001,-7.853,16.7071,3.2591,48.9575,1.9707,4.7940,3.5097,0.0000,3.7206,0.0000,15.8967,0.0000,0.0000,20.8055,0.3452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-266.410,-215.793,37.573,5.126,19.597,0.511952,0.153537,0.114709,0.097764,0.011506,0.085860,0.024672
233,1073.00,0.001,-7.867,16.7405,3.2593,48.9471,1.9815,4.7981,3.5058,0.0000,3.7156,0.0000,15.8871,0.0000,0.0000,20.8192,0.3456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-266.910,-216.252,37.632,5.136,19.634,0.512349,0.152936,0.114557,0.098196,0.011678,0.085582,0.024702
234,1072.00,0.001,-7.880,16.7728,3.2596,48.9365,1.9924,4.8023,3.5019,0.0000,3.7105,0.0000,15.8774,0.0000,0.0000,20.8330,0.3460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-267.391,-216.695,37.688,5.146,19.669,0.512740,0.152337,0.114405,0.098631,0.011848,0.085308,0.024731
235,1071.00,0.001,-7.894,16.8038,3.2598,48.9258,2.0033,4.8067,3.4981,0.0000,3.7055,0.0000,15.8676,0.0000,0.0000,20.8467,0.3464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-267.852,-217.123,37.741,5.155,19.702,0.513123,0.151740,0.114255,0.099071,0.012017,0.085036,0.024759
236,1070.00,0.001,-7.907,16.8337,3.2600,48.9149,2.0142,4.8111,3.4943,0.0000,3.7005,0.0000,15.8578,0.0000,0.0000,20.8604,0.3467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-268.296,-217.537,37.791,5.164,19.735,0.513500,0.151144,0.114105,0.099514,0.012183,0.084768,0.024787
237,1070.00,0.001,-7.907,16.8337,3.2600,48.9149,2.0142,4.8111,3.4943,0.0000,3.7005,0.0000,15.8578,0.0000,0.0000,20.8604,0.3467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-268.296,-217.537,37.791,5.164,19.735,0.513500,0.151144,0.114105,0.099514,0.012183,0.084768,0.024787
238,1069.00,0.001,-7.921,16.8625,3.2603,48.9038,2.0252,4.8158,3.4905,0.0000,3.6956,0.0000,15.8480,0.0000,0.0000,20.8740,0.3471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-268.721,-217.936,37.839,5.172,19.766,0.513869,0.150550,0.113956,0.099962,0.012348,0.084502,0.024813
239,1068.00,0.001,-7.935,16.8903,3.2605,48.8926,2.0362,4.8205,3.4868,0.0000,3.6907,0.0000,15.8381,0.0000,0.0000,20.8877,0.3474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-269.129,-218.321,37.884,5.180,19.795,0.514231,0.149958,0.113808,0.100414,0.012511,0.084238,0.024839
240,1067.00,0.001,-7.948,16.9170,3.2608,48.8812,2.0473,4.8255,3.4831,0.0000,3.6858,0.0000,15.8281,0.0000,0.0000,20.9013,0.3478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-269.521,-218.693,37.928,5.188,19.824,0.514587,0.149368,0.113661,0.100870,0.012673,0.083978,0.024864
241,1066.00,0.001,-7.962,16.9428,3.2610,48.8697,2.0584,4.8305,3.4795,0.0000,3.6809,0.0000,15.8181,0.0000,0.0000,20.9148,0.3481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-269.897,-219.052,37.968,5.196,19.851,0.514935,0.148779,0.113514,0.101331,0.012833,0.083720,0.024888
242,1065.00,0.001,-7.975,16.9675,3.2612,48.8580,2.0696,4.8357,3.4759,0.0000,3.6760,0.0000,15.8081,0.0000,0.0000,20.9284,0.3484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-270.258,-219.399,38.007,5.203,19.878,0.515276,0.148191,0.113369,0.101796,0.012992,0.083464,0.024912
243,1064.00,0.001,-7.989,16.9924,3.2614,48.8532,2.0758,4.8374,3.4713,0.0000,3.6726,0.0000,15.8008,0.0000,0.0000,20.9404,0.3486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-270.622,-219.749,38.046,5.210,19.904,0.515732,0.147685,0.113265,0.102063,0.013069,0.083261,0.024925
244,1063.00,0.001,-8.003,17.0180,3.2614,48.8613,2.0727,4.8326,3.4647,0.0000,3.6717,0.0000,15.7985,0.0000,0.0000,20.9499,0.3485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-271.002,-220.111,38.087,5.218,19.932,0.516406,0.147324,0.113236,0.101966,0.012997,0.083151,0.024920
245,1062.00,0.001,-8.016,17.0424,3.2615,48.8691,2.0699,4.8280,3.4583,0.0000,3.6707,0.0000,15.7962,0.0000,0.0000,20.9595,0.3485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-271.362,-220.458,38.126,5.225,19.959,0.517076,0.146960,0.113204,0.101878,0.012925,0.083042,0.024914
246,1061.00,0.001,-8.030,17.0656,3.2615,48.8766,2.0671,4.8236,3.4518,0.0000,3.6696,0.0000,15.7938,0.0000,0.0000,20.9691,0.3484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-271.703,-220.790,38.162,5.232,19.985,0.517743,0.146594,0.113169,0.101798,0.012852,0.082934,0.024908
247,1060.00,0.001,-8.044,17.0876,3.2615,48.8840,2.0645,4.8193,3.4453,0.0000,3.6684,0.0000,15.7913,0.0000,0.0000,20.9788,0.3483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-272.027,-221.107,38.195,5.239,20.009,0.518408,0.146227,0.113132,0.101726,0.01277
