Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
183,1118.00,0.001,-7.280,3.3315114018526e+01,2.5252,56.7816,2.9178,15.4526,1.6311,0.0000,2.6215,0.2525,4.1650,0.0000,0.0000,7.7712,3.4102,3.6458,1.3507,0.0000,0.0000,0.0000,0.0000,0.0000,-5.4521836554523e+02,-4.2494681587279e+02,8.6454767402822e+01,1.3193236132441e+01,4.7242219017248e+01,4.8316781e-01,8.4477768e-02,6.6150169e-03,8.4092743e-03,0.0000000e+00,4.2736305e-02,9.2343046e-03,4.9270811e-02,0.0000000e+00,0.0000000e+00,9.1851570e-02,1.3926328e-04,2.5018379e-02,9.4394573e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.9407,6.6979358793626e+01,2.9759,-1.0672837666840e+03,-8.4781059698432e+02,1.5776384264793e+02,2.2507001452635e+01,8.0202957195393e+01,-1.6125021322292e+03,-1.2727574128571e+03, 2.4421861005075e+02, 3.5700237585076e+01, 1.2744517621264e+02, 1.5341774845859e-03,-1.1525245737698e-04, 4.2973873239075e-05, 3.2283386658793e-06, 7.7695391534874e-04,-8.8175390122135e-05, 5.8890321339605e-05, 6.6833784552161e-06
184,1117.00,0.001,-7.292,3.2697124866771e+01,2.5237,56.8200,2.9269,15.4565,1.6084,0.0000,2.5767,0.2560,4.1222,0.0000,0.0000,7.7506,3.4022,3.7042,1.3763,0.0000,0.0000,0.0000,0.0000,0.0000,-5.3512366270314e+02,-4.1722562875917e+02,8.4809577343431e+01,1.2955800908840e+01,4.6349237388309e+01,4.8324495e-01,8.4910881e-02,6.5716068e-03,8.3963477e-03,0.0000000e+00,4.2484430e-02,9.4178719e-03,4.9070586e-02,0.0000000e+00,0.0000000e+00,9.1487936e-02,1.3876510e-04,2.5221419e-02,9.6409281e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.9563,6.7598565208328e+01,2.9755,-1.0771538685437e+03,-8.5587117967781e+02,1.5917900145014e+02,2.2718712684898e+01,8.0942464668472e+01,-1.6122775312469e+03,-1.2730968084370e+03, 2.4398857879357e+02, 3.5674513593738e+01, 1.2729170205678e+02, 1.5261166790857e-03,-1.1405530502175e-04, 4.2778906433459e-05, 3.1971089030285e-06, 7.6219872831473e-04,-8.6699797045287e-05, 5.8830691647526e-05, 6.6919673785761e-06
185,1116.00,0.001,-7.305,3.2095976459356e+01,2.5224,56.8564,2.9360,15.4604,1.5860,0.0000,2.5327,0.2595,4.0800,0.0000,0.0000,7.7309,3.3932,3.7627,1.4020,0.0000,0.0000,0.0000,0.0000,0.0000,-5.2529920200930e+02,-4.0970932589552e+02,8.3209067497233e+01,1.2724594378746e+01,4.5481056375316e+01,4.8332239e-01,8.5331856e-02,6.5287112e-03,8.3836584e-03,0.0000000e+00,4.2234719e-02,9.6023720e-03,4.8870705e-02,0.0000000e+00,0.0000000e+00,9.1125849e-02,1.3823724e-04,2.5423075e-02,9.8440956e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.9717,6.8200862292045e+01,2.9750,-1.0867528555994e+03,-8.6372014672612e+02,1.6055336635586e+02,2.2924873419846e+01,8.1661550813846e+01,-1.6120520576087e+03,-1.2734294726216e+03, 2.4376243385310e+02, 3.5649467798591e+01, 1.2714260718916e+02, 1.5182806279876e-03,-1.1288722715466e-04, 4.2589152706723e-05, 3.1665894086398e-06, 7.4785799412886e-04,-8.5259510712927e-05, 5.8772639179606e-05, 6.7003715934033e-06
186,1115.00,0.001,-7.318,3.1511066158122e+01,2.5210,56.8907,2.9450,15.4643,1.5639,0.0000,2.4896,0.2630,4.0384,0.0000,0.0000,7.7122,3.3834,3.8214,1.4281,0.0000,0.0000,0.0000,0.0000,0.0000,-5.1573551090629e+02,-4.0239076902521e+02,8.1651652833682e+01,1.2499400585670e+01,4.4636778783156e+01,4.8340007e-01,8.5741050e-02,6.4863258e-03,8.3711955e-03,0.0000000e+00,4.1987113e-02,9.7877541e-03,4.8671185e-02,0.0000000e+00,0.0000000e+00,9.0765282e-02,1.3768052e-04,2.5623310e-02,1.0048930e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.9868,6.8786856199893e+01,2.9745,-1.0960902531615e+03,-8.7136489510450e+02,1.6188838242051e+02,2.3125674094825e+01,8.2360942350582e+01,-1.6118257640678e+03,-1.2737556641297e+03, 2.4354003525419e+02, 3.5625074680495e+01, 1.2699772113374e+02, 1.5106609817329e-03,-1.1174727409901e-04, 4.2404429893307e-05, 3.1367590131732e-06, 7.3391666881069e-04,-8.3853402613586e-05, 5.8716149128952e-05, 6.7085939072729e-06
187,1114.00,0.001,-7.330,3.0941820083145e+01,2.5197,56.9230,2.9541,15.4681,1.5421,0.0000,2.4474,0.2665,3.9974,0.0000,0.0000,7.6943,3.3726,3.8803,1.4543,0.0000,0.0000,0.0000,0.0000,0.0000,-5.0642356150833e+02,-3.9526315395062e+02,8.0135823492561e+01,1.2280013741753e+01,4.3815550285271e+01,4.8347795e-01,8.6138810e-02,6.4444467e-03,8.3589476e-03,0.0000000e+00,4.1741556e-02,9.9739676e-03,4.8472038e-02,0.0000000e+00,0.0000000e+00,9.0406212e-02,1.3709578e-04,2.5822091e-02,1.0255402e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0017,6.9357124126369e+01,2.9740,-1.1051751387462e+03,-8.7881247491802e+02,1.6318542610976e+02,2.3321296207149e+01,8.3041331516099e+01,-1.6115987002545e+03,-1.2740756288686e+03, 2.4332124960232e+02, 3.5601309948902e+01, 1.2685688180137e+02, 1.5032497783796e-03,-1.1063453925176e-04, 4.2224563661762e-05, 3.1075974285931e-06, 7.2036042371366e-04,-8.2480395223806e-05, 5.8661206645427e-05, 6.7166370460454e-06
188,1113.00,0.001,-7.343,3.0387691445599e+01,2.5184,56.9532,2.9631,15.4719,1.5207,0.0000,2.4059,0.2700,3.9570,0.0000,0.0000,7.6773,3.3609,3.9393,1.4809,0.0000,0.0000,0.0000,0.0000,0.0000,-4.9735474516952e+02,-3.8831999151035e+02,7.8660140431531e+01,1.2066237642427e+01,4.3016556941368e+01,4.8355598e-01,8.6525473e-02,6.4030694e-03,8.3469038e-03,0.0000000e+00,4.1497996e-02,1.0160962e-02,4.8273281e-02,0.0000000e+00,0.0000000e+00,9.0048616e-02,1.3648383e-04,2.6019383e-02,1.0463480e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0163,6.9912215985865e+01,2.9735,-1.1140161677157e+03,-8.8606960919257e+02,1.6444580927253e+02,2.3511912831191e+01,8.3703378054427e+01,-1.6113709128852e+03,-1.2743896007029e+03, 2.4310594970406e+02, 3.5578150473617e+01, 1.2671993499579e+02, 1.4960394218701e-03,-1.0954815667877e-04, 4.2049387108515e-05, 3.0790852031504e-06, 7.0717560400230e-04,-8.1139459134662e-05, 5.8607796809485e-05, 6.7245036555027e-06
189,1112.00,0.001,-7.356,2.9848158983459e+01,2.5172,56.9814,2.9721,15.4758,1.4995,0.0000,2.3652,0.2734,3.9171,0.0000,0.0000,7.6611,3.3484,3.9984,1.5076,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8852084859092e+02,-3.8155508969759e+02,7.7223231341971e+01,1.1857885116507e+01,4.2239022868666e+01,4.8363409e-01,8.6901367e-02,6.3621897e-03,8.3350529e-03,0.0000000e+00,4.1256381e-02,1.0348688e-02,4.8074926e-02,0.0000000e+00,0.0000000e+00,8.9692471e-02,1.3584551e-04,2.6215156e-02,1.0673135e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0306,7.0452655989355e+01,2.9730,-1.1226215973654e+03,-8.9314271247423e+02,1.6567078286911e+02,2.3697689104042e+01,8.4347711082487e+01,-1.6111424459563e+03,-1.2746978021718e+03, 2.4289401421108e+02, 3.5555574220550e+01, 1.2658673395115e+02, 1.4890226616436e-03,-1.0848729884857e-04, 4.1878740374357e-05, 3.0512036783776e-06, 6.9434918973376e-04,-7.9829610344240e-05, 5.8555904607910e-05, 6.7321963031256e-06
190,1111.00,0.001,-7.368,2.9322725496581e+01,2.5159,57.0076,2.9811,15.4796,1.4787,0.0000,2.3253,0.2769,3.8778,0.0000,0.0000,7.6458,3.3350,4.0577,1.5346,0.0000,0.0000,0.0000,0.0000,0.0000,-4.7991403142240e+02,-3.7496253688978e+02,7.5823786824128e+01,1.1654777510745e+01,4.1482208061413e+01,4.8371226e-01,8.7266808e-02,6.3218031e-03,8.3233841e-03,0.0000000e+00,4.1016665e-02,1.0537095e-02,4.7876987e-02,0.0000000e+00,0.0000000e+00,8.9337756e-02,1.3518165e-04,2.6409376e-02,1.0884336e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0447,7.0978944120785e+01,2.9725,-1.1309993095009e+03,-9.0003790826950e+02,1.6686154046268e+02,2.3878782680626e+01,8.4974930838326e+01,-1.6109133409233e+03,-1.2750004451593e+03, 2.4268532728680e+02, 3.5533560191371e+01, 1.2645713889974e+02, 1.4821925735381e-03,-1.0745117450241e-04, 4.1712470283178e-05, 3.0239349483619e-06, 6.8186875944240e-04,-7.8549907713713e-05, 5.8505514911270e-05, 6.7397174799174e-06
191,1110.00,0.001,-7.381,2.8810916470874e+01,2.5148,57.0318,2.9901,15.4835,1.4581,0.0000,2.2861,0.2803,3.8390,0.0000,0.0000,7.6314,3.3208,4.1170,1.5619,0.0000,0.0000,0.0000,0.0000,0.0000,-4.7152680520159e+02,-3.6853668607084e+02,7.4460556794818e+01,1.1456744205167e+01,4.0745406343352e+01,4.8379043e-01,8.7622102e-02,6.2819051e-03,8.3118863e-03,0.0000000e+00,4.0778803e-02,1.0726135e-02,4.7679476e-02,0.0000000e+00,0.0000000e+00,8.8984449e-02,1.3449307e-04,2.6602016e-02,1.1097052e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0586,7.1491557523529e+01,2.9720,-1.1391568316652e+03,-9.0676104544964e+02,1.6801922149847e+02,2.4055344161487e+01,8.5585610323581e+01,-1.6106836368668e+03,-1.2752977315205e+03, 2.4247977829329e+02, 3.5512088366654e+01, 1.2633101666693e+02, 1.4755425418485e-03,-1.0643902664556e-04, 4.1550430000451e-05, 2.9972618210061e-06, 6.6972245596765e-04,-7.7299450568662e-05, 5.8456612452395e-05, 6.7470696023572e-06
192,1110.00,0.001,-7.381,2.8810916470925e+01,2.5148,57.0318,2.9901,15.4835,1.4581,0.0000,2.2861,0.2803,3.8390,0.0000,0.0000,7.6314,3.3208,4.1170,1.5619,0.0000,0.0000,0.0000,0.0000,0.0000,-4.7152680520245e+02,-3.6853668607152e+02,7.4460556794949e+01,1.1456744205187e+01,4.0745406343426e+01,4.8379043e-01,8.7622102e-02,6.2819051e-03,8.3118863e-03,0.0000000e+00,4.0778803e-02,1.0726135e-02,4.7679476e-02,0.0000000e+00,0.0000000e+00,8.8984449e-02,1.3449307e-04,2.6602016e-02,1.1097052e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0586,7.1491557523478e+01,2.9720,-1.1391568316644e+03,-9.0676104544894e+02,1.6801922149835e+02,2.4055344161470e+01,8.5585610323517e+01,-1.6106836368668e+03,-1.2752977315205e+03, 2.4247977829330e+02, 3.5512088366656e+01, 1.2633101666694e+02, 1.4755425418489e-03,-1.0643902664567e-04, 4.1550430000459e-05, 2.9972618210088e-06, 6.6972245596865e-04,-7.7299450568789e-05, 5.8456612452380e-05, 6.7470696023564e-06
193,1109.00,0.001,-7.394,2.8312278787857e+01,2.5136,57.0540,2.9992,15.4873,1.4379,0.0000,2.2477,0.2837,3.8008,0.0000,0.0000,7.6177,3.3058,4.1765,1.5894,0.0000,0.0000,0.0000,0.0000,0.0000,-4.6335201357889e+02,-3.6227214000975e+02,7.3132347117999e+01,1.1263622158061e+01,4.0027943447558e+01,4.8386855e-01,8.7967546e-02,6.2424910e-03,8.3005489e-03,0.0000000e+00,4.0542752e-02,1.0915758e-02,4.7482407e-02,0.0000000e+00,0.0000000e+00,8.8632531e-02,1.3378060e-04,2.6793045e-02,1.1311252e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0721,7.1990951800695e+01,2.9715,-1.1471013570675e+03,-9.1331771365768e+02,1.6914491437966e+02,2.4227517494294e+01,8.6180296844517e+01,-1.6104533706464e+03,-1.2755898536674e+03, 2.4227726149766e+02, 3.5491139652354e+01, 1.2620824029207e+02, 1.4690662424890e-03,-1.0545013065599e-04, 4.1392478710993e-05, 2.9711677812802e-06, 6.5789895442741e-04,-7.6077376441362e-05, 5.8409181806280e-05, 6.7542550143976e-06
194,1108.00,0.001,-7.407,2.7826379511618e+01,2.5125,57.0743,3.0083,15.4912,1.4179,0.0000,2.2100,0.2871,3.7630,0.0000,0.0000,7.6049,3.2900,4.2361,1.6172,0.0000,0.0000,0.0000,0.0000,0.0000,-4.5538281370712e+02,-3.5616373730447e+02,7.1838016437499e+01,1.1075255477783e+01,3.9329175211781e+01,4.8394658e-01,8.8303427e-02,6.2035561e-03,8.2893612e-03,0.0000000e+00,4.0308473e-02,1.1105916e-02,4.7285792e-02,0.0000000e+00,0.0000000e+00,8.8281981e-02,1.3304507e-04,2.6982437e-02,1.1526904e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.0855,7.2477562237303e+01,2.9709,-1.1548397633360e+03,-9.1971325781278e+02,1.7023965935869e+02,2.4395440351552e+01,8.6759513461122e+01,-1.6102225770432e+03,-1.2758769951172e+03, 2.4207767579619e+02, 3.5470695829336e+01, 1.2608868867290e+02, 1.4627576271572e-03,-1.0448379249892e-04, 4.1238481314127e-05, 2.9456369562536e-06, 6.4638743213565e-04,-7.4882858940123e-05, 5.8363207370908e-05, 6.7612759895549e-06
195,1107.00,0.001,-7.420,2.7339711399651e+01,2.5113,57.1020,3.0175,15.4984,1.3977,0.0000,2.1724,0.2905,3.7245,0.0000,0.0000,7.5857,3.2741,4.2975,1.6396,0.0000,0.0000,0.0000,0.0000,0.0000,-4.4740589585620e+02,-3.5004512660449e+02,7.0543614282297e+01,1.0886694690867e+01,3.8627797658838e+01,4.8403145e-01,8.8646244e-02,6.1649063e-03,8.2785855e-03,0.0000000e+00,4.0071966e-02,1.1302836e-02,4.7089276e-02,0.0000000e+00,0.0000000e+00,8.7932282e-02,1.3228575e-04,2.7176694e-02,1.1709165e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1002,7.2964905467580e+01,2.9705,-1.1625855079115e+03,-9.2611716974559e+02,1.7133524484000e+02,2.4563515850530e+01,8.7338943322652e+01,-1.6099914037677e+03,-1.2761622963501e+03, 2.4187885912230e+02, 3.5450210541397e+01, 1.2596674098149e+02, 1.4564724084920e-03,-1.0352215293431e-04, 4.1085014341205e-05, 2.9202126405829e-06, 6.3493472162693e-04,-7.3694298773148e-05, 5.8322083943399e-05, 6.7692078142844e-06
196,1106.00,0.001,-7.432,2.6814958165771e+01,2.5098,57.1652,3.0269,15.5186,1.3754,0.0000,2.1336,0.2943,3.6812,0.0000,0.0000,7.5385,3.2602,4.3661,1.6400,0.0000,0.0000,0.0000,0.0000,0.0000,-4.3883195480065e+02,-3.4345605495655e+02,6.9155566721605e+01,1.0684254487300e+01,3.7864832268465e+01,4.8414418e-01,8.9043018e-02,6.1259958e-03,8.2690671e-03,0.0000000e+00,3.9821694e-02,1.1525377e-02,4.6891705e-02,0.0000000e+00,0.0000000e+00,8.7582007e-02,1.3149649e-04,2.7395146e-02,1.1753722e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1215,7.3490316240207e+01,2.9700,-1.1709281952659e+03,-9.3299805183039e+02,1.7251940937206e+02,2.4743923139687e+01,8.7961838942889e+01,-1.6097601500665e+03,-1.2764541067869e+03, 2.4167497609366e+02, 3.5428177626987e+01, 1.2582667121135e+02, 1.4498163960977e-03,-1.0251624337477e-04, 4.0922691857379e-05, 2.8936358074676e-06, 6.2285103525572e-04,-7.2452435910858e-05, 5.8296162450652e-05, 6.7812345725182e-06
197,1105.00,0.001,-7.445,2.6305125362197e+01,2.5083,57.2264,3.0362,15.5387,1.3536,0.0000,2.0956,0.2980,3.6385,0.0000,0.0000,7.4921,3.2454,4.4349,1.6407,0.0000,0.0000,0.0000,0.0000,0.0000,-4.3049802700520e+02,-3.3704991865199e+02,6.7806921128477e+01,1.0487367056894e+01,3.7124034708292e+01,4.8425706e-01,8.9428457e-02,6.0875880e-03,8.2597354e-03,0.0000000e+00,3.9573594e-02,1.1748642e-02,4.6694496e-02,0.0000000e+00,0.0000000e+00,8.7233175e-02,1.3068286e-04,2.7611690e-02,1.1798817e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1424,7.4000759631392e+01,2.9696,-1.1790303193096e+03,-9.3969047468099e+02,1.7366748512764e+02,2.4919372086753e+01,8.8566730972615e+01,-1.6095283463148e+03,-1.2767403933330e+03, 2.4147440625611e+02, 3.5406739143647e+01, 1.2569076568091e+02, 1.4433499612439e-03,-1.0153565322813e-04, 4.0764837320606e-05, 2.8676928653665e-06, 6.1111958838949e-04,-7.1241486421489e-05, 5.8271974755355e-05, 6.7930764733419e-06
198,1105.00,0.001,-7.445,2.6305125362197e+01,2.5083,57.2264,3.0362,15.5387,1.3536,0.0000,2.0956,0.2980,3.6385,0.0000,0.0000,7.4921,3.2454,4.4349,1.6407,0.0000,0.0000,0.0000,0.0000,0.0000,-4.3049802700519e+02,-3.3704991865198e+02,6.7806921128476e+01,1.0487367056894e+01,3.7124034708292e+01,4.8425706e-01,8.9428457e-02,6.0875880e-03,8.2597354e-03,0.0000000e+00,3.9573594e-02,1.1748642e-02,4.6694496e-02,0.0000000e+00,0.0000000e+00,8.7233175e-02,1.3068286e-04,2.7611690e-02,1.1798817e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1424,7.4000759631392e+01,2.9696,-1.1790303193096e+03,-9.3969047468099e+02,1.7366748512764e+02,2.4919372086753e+01,8.8566730972615e+01,-1.6095283463148e+03,-1.2767403933330e+03, 2.4147440625611e+02, 3.5406739143647e+01, 1.2569076568091e+02, 1.4433499612439e-03,-1.0153565322813e-04, 4.0764837320606e-05, 2.8676928653665e-06, 6.1111958838948e-04,-7.1241486421489e-05, 5.8271974755355e-05, 6.7930764733419e-06
199,1104.00,0.001,-7.458,2.5809663331139e+01,2.5068,57.2854,3.0455,15.5588,1.3321,0.0000,2.0584,0.3016,3.5965,0.0000,0.0000,7.4466,3.2297,4.5037,1.6415,0.0000,0.0000,0.0000,0.0000,0.0000,-4.2239544591131e+02,-3.3082015072964e+02,6.6496238740639e+01,1.0295834580189e+01,3.6404575816041e+01,4.8437004e-01,8.9802939e-02,6.0496773e-03,8.2505765e-03,0.0000000e+00,3.9327613e-02,1.1972561e-02,4.6497667e-02,0.0000000e+00,0.0000000e+00,8.6885762e-02,1.2984585e-04,2.7826290e-02,1.1844454e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1632,7.4496787842825e+01,2.9692,-1.1869005842077e+03,-9.4620122201754e+02,1.7478078799708e+02,2.5090037643773e+01,8.9154278262127e+01,-1.6092960301190e+03,-1.2770213727472e+03, 2.4127702673772e+02, 3.5385872223962e+01, 1.2555885407817e+02, 1.4370656891193e-03,-1.0057954306636e-04, 4.0611283509530e-05, 2.8423643885270e-06, 5.9972715264186e-04,-7.0060447961652e-05, 5.8249493809452e-05, 6.8047371406355e-06
200,1103.00,0.001,-7.471,2.5328048701291e+01,2.5054,57.3425,3.0549,15.5789,1.3110,0.0000,2.0219,0.3053,3.5551,0.0000,0.0000,7.4018,3.2133,4.5726,1.6426,0.0000,0.0000,0.0000,0.0000,0.0000,-4.1451595213822e+02,-3.2476049169707e+02,6.5222149068882e+01,1.0109468516202e+01,3.5705666336076e+01,4.8448305e-01,9.0166830e-02,6.0122580e-03,8.2415773e-03,0.0000000e+00,3.9083701e-02,1.2197066e-02,4.6301235e-02,0.0000000e+00,0.0000000e+00,8.6539746e-02,1.2898648e-04,2.8038910e-02,1.1890636e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1837,7.4978926638754e+01,2.9687,-1.1945472846393e+03,-9.5253675934914e+02,1.7586057136951e+02,2.5256086604738e+01,8.9725108357641e+01,-1.6090632367775e+03,-1.2772972510462e+03, 2.4108272043839e+02, 3.5365555120941e+01, 1.2543077469372e+02, 1.4309565167599e-03,-9.9647110703840e-05, 4.0461870649744e-05, 2.8176317426115e-06, 5.8866113126822e-04,-6.8908362150498e-05, 5.8228692272475e-05, 6.8162200653832e-06
201,1102.00,0.001,-7.484,2.4859782785555e+01,2.5040,57.3976,3.0643,15.5990,1.2903,0.0000,1.9862,0.3089,3.5144,0.0000,0.0000,7.3578,3.1962,4.6415,1.6438,0.0000,0.0000,0.0000,0.0000,0.0000,-4.0685166896647e+02,-3.1886497106381e+02,6.3983345746030e+01,9.9280890392624e+00,3.5026554489989e+01,4.8459604e-01,9.0520479e-02,5.9753243e-03,8.2327246e-03,0.0000000e+00,3.8841813e-02,1.2422088e-02,4.6105219e-02,0.0000000e+00,0.0000000e+00,8.6195103e-02,1.2810575e-04,2.8249518e-02,1.1937366e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.2040,7.5447676958563e+01,2.9683,-1.2019783304744e+03,-9.5870325310800e+02,1.7690802993595e+02,2.5417678102696e+01,9.0279819398294e+01,-1.6088299994409e+03,-1.2775682241718e+03, 2.4089137568198e+02, 3.5345767141959e+01, 1.2530637388828e+02, 1.4250157124922e-03,-9.8737589004080e-05, 4.0316446005229e-05, 2.7934770409006e-06, 5.7790952083836e-04,-6.7784311954061e-05, 5.8209542496337e-05, 6.8275286095839e-06
202,1101.00,0.001,-7.497,2.4404390085426e+01,2.5026,57.4508,3.0737,15.6191,1.2699,0.0000,1.9513,0.3125,3.4742,0.0000,0.0000,7.3146,3.1782,4.7105,1.6452,0.0000,0.0000,0.0000,0.0000,0.0000,-3.9939507942759e+02,-3.1312789007593e+02,6.2778582652300e+01,9.7515245128680e+00,3.4366523709300e+01,4.8470894e-01,9.0864222e-02,5.9388701e-03,8.2240057e-03,0.0000000e+00,3.8601904e-02,1.2647562e-02,4.5909633e-02,0.0000000e+00,0.0000000e+00,8.5851812e-02,1.2720464e-04,2.8458082e-02,1.1984647e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.2240,7.5903516421883e+01,2.9679,-1.2092012698320e+03,-9.6470658853597e+02,1.7792430323913e+02,2.5574964073950e+01,9.0818981887610e+01,-1.6085963492596e+03,-1.2778344786119e+03, 2.4070288589143e+02, 3.5326488586818e+01, 1.2518550559691e+02, 1.4192368567157e-03,-9.7850243823292e-05, 4.0174863494508e-05, 2.7698831029531e-06, 5.6746087547917e-04,-6.6687419234632e-05, 5.8192016512941e-05, 6.8386660102871e-06
203,1100.00,0.001,-7.510,2.3961416892647e+01,2.5013,57.5021,3.0831,15.6392,1.2499,0.0000,1.9171,0.3160,3.4346,0.0000,0.0000,7.2721,3.1596,4.7795,1.6468,0.0000,0.0000,0.0000,0.0000,0.0000,-3.9213900485935e+02,-3.0754380554671e+02,6.1606670292857e+01,9.5796109973281e+00,3.3724890516019e+01,4.8482170e-01,9.1198382e-02,5.9028894e-03,8.2154079e-03,0.0000000e+00,3.8363934e-02,1.2873421e-02,4.5714493e-02,0.0000000e+00,0.0000000e+00,8.5509851e-02,1.2628415e-04,2.8664574e-02,1.2032483e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.2439,7.6346900735688e+01,2.9675,-1.2162233106605e+03,-9.7055238643225e+02,1.7891047899230e+02,2.5728089692238e+01,9.1343140350459e+01,-1.6083623155199e+03,-1.2780961919790e+03, 2.4051714928516e+02, 3.5307700689566e+01, 1.2506803086648e+02, 1.4136138239058e-03,-9.6984372078605e-05, 4.0036983329349e-05, 2.7468334155009e-06, 5.5730427346037e-04,-6.5616842450376e-05, 5.8176086024350e-05, 6.8496353838039e-06
204,1100.00,0.001,-7.510,2.3961416892546e+01,2.5013,57.5021,3.0831,15.6392,1.2499,0.0000,1.9171,0.3160,3.4346,0.0000,0.0000,7.2721,3.1596,4.7795,1.6468,0.0000,0.0000,0.0000,0.0000,0.0000,-3.9213900485764e+02,-3.0754380554536e+02,6.1606670292594e+01,9.5796109972858e+00,3.3724890515881e+01,4.8482170e-01,9.1198382e-02,5.9028894e-03,8.2154079e-03,0.0000000e+00,3.8363934e-02,1.2873421e-02,4.5714493e-02,0.0000000e+00,0.0000000e+00,8.5509851e-02,1.2628415e-04,2.8664574e-02,1.2032483e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.2439,7.6346900735789e+01,2.9675,-1.2162233106622e+03,-9.7055238643362e+02,1.7891047899254e+02,2.5728089692274e+01,9.1343140350585e+01,-1.6083623155199e+03,-1.2780961919790e+03, 2.4051714928514e+02, 3.5307700689560e+01, 1.2506803086647e+02, 1.4136138239052e-03,-9.6984372078345e-05, 4.0036983329338e-05, 2.7468334154940e-06, 5.5730427345859e-04,-6.5616842450061e-05, 5.8176086024421e-05, 6.8496353838013e-06
