Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
54,1208.00,0.001,-6.212,9.6354308272664e+01,2.6493,49.6188,2.0238,16.8337,2.9269,0.0000,5.8253,0.1548,8.2988,0.0000,0.0000,9.5542,2.9059,1.3907,0.4670,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5706746766096e+03,-1.1869292567611e+03,2.5908612891905e+02,3.6369332877982e+01,1.4574494697656e+02,4.1698715e-01,4.1397392e-02,1.3175929e-02,7.8937821e-03,0.0000000e+00,4.7808606e-02,3.8144256e-03,7.2877732e-02,0.0000000e+00,0.0000000e+00,1.0753529e-01,2.1015942e-04,2.1144149e-02,2.1580596e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3688,3.7582441640322e+00,3.1994,-6.2075369014682e+01,-4.8416858095181e+01,9.2215581943091e+00,1.1746811905286e+00,4.7847459313117e+00,-1.6327500456243e+03,-1.2353461148563e+03, 2.6830768711336e+02, 3.7544014068511e+01, 1.5052969290787e+02, 2.5198049264596e-03,-2.1390390575819e-04, 6.7116023392210e-05, 5.6974170467721e-06, 2.4639728192336e-03,-2.1302303047623e-04, 6.7748639423773e-05, 5.8572157809690e-06
55,1207.00,0.001,-6.223,9.6275857023161e+01,2.6493,49.6263,2.0254,16.8474,2.9278,0.0000,5.8221,0.1547,8.2671,0.0000,0.0000,9.5617,2.9083,1.3918,0.4674,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5691332635749e+03,-1.1861114000062e+03,2.5877232954003e+02,3.6340715189215e+01,1.4560336532868e+02,4.1702453e-01,4.1448467e-02,1.3161566e-02,7.9125453e-03,0.0000000e+00,4.7846680e-02,3.8141882e-03,7.2557287e-02,0.0000000e+00,0.0000000e+00,1.0765917e-01,2.0931668e-04,2.1123619e-02,2.1710114e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3764,3.8365504680409e+00,3.1999,-6.3346256812619e+01,-4.9417926354262e+01,9.4100803691230e+00,1.1989629060481e+00,4.8834177644885e+00,-1.6324795203875e+03,-1.2355293263605e+03, 2.6818240990916e+02, 3.7539678095263e+01, 1.5048678309316e+02, 2.5181079868179e-03,-2.1387007304723e-04, 6.7078571649649e-05, 5.6971738677273e-06, 2.4611411355020e-03,-2.1297096654573e-04, 6.7724069894816e-05, 5.8603955766102e-06
56,1206.00,0.001,-6.234,9.6197651603379e+01,2.6492,49.6339,2.0271,16.8611,2.9287,0.0000,5.8188,0.1545,8.2355,0.0000,0.0000,9.5691,2.9107,1.3930,0.4678,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5675969779381e+03,-1.1852939499617e+03,2.5846129735076e+02,3.6312190849128e+01,1.4204708697654e+02,4.1706125e-01,4.1499563e-02,1.3147172e-02,7.9313110e-03,0.0000000e+00,4.7884409e-02,3.8139257e-03,7.2238129e-02,0.0000000e+00,0.0000000e+00,1.0778283e-01,2.0847661e-04,2.1103101e-02,2.1840341e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3841,3.9146103540858e+00,3.2004,-6.4612132488055e+01,-5.0415475144695e+01,9.5978483205627e+00,1.2231594344878e+00,4.9817326761513e+00,-1.6322091104261e+03,-1.2357094251064e+03, 2.6805914567132e+02, 3.7535350283616e+01, 1.4702881965269e+02, 2.5164155444456e-03,-2.1383648653665e-04, 6.7041216491432e-05, 5.6969359529326e-06, 2.4583187852389e-03,-2.1291921184763e-04, 6.7699544636480e-05, 5.8635738265499e-06
57,1205.00,0.001,-6.245,9.6119690525776e+01,2.6491,49.6414,2.0287,16.8748,2.9295,0.0000,5.8154,0.1544,8.2039,0.0000,0.0000,9.5766,2.9130,1.3941,0.4682,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5660657911335e+03,-1.1844792789231e+03,2.5815141373369e+02,3.6283759325086e+01,1.4190576137506e+02,4.1709733e-01,4.1550683e-02,1.3132748e-02,7.9500793e-03,0.0000000e+00,4.7921790e-02,3.8136380e-03,7.1920251e-02,0.0000000e+00,0.0000000e+00,1.0790627e-01,2.0763920e-04,2.1082595e-02,2.1971283e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3918,3.9924253047486e+00,3.2009,-6.5873023027884e+01,-5.1409523013830e+01,9.7848662274159e+00,1.2472712567079e+00,5.0796926444639e+00,-1.6319388141614e+03,-1.2358888019369e+03, 2.6793627996111e+02, 3.7531030581794e+01, 1.4698545401952e+02, 2.5147275710617e-03,-2.1380314453347e-04, 6.7003957314233e-05, 5.6967032671144e-06, 2.4555057135857e-03,-2.1286776433792e-04, 6.7675063423983e-05, 5.8667505324000e-06
58,1204.00,0.001,-6.257,9.6041972451048e+01,2.6490,49.6489,2.0304,16.8884,2.9304,0.0000,5.8121,0.1543,8.1724,0.0000,0.0000,9.5840,2.9154,1.3952,0.4685,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5645396783144e+03,-1.1836678832627e+03,2.5784232816684e+02,3.6255420132866e+01,1.4176492105776e+02,4.1713276e-01,4.1601825e-02,1.3118293e-02,7.9688499e-03,0.0000000e+00,4.7958822e-02,3.8133251e-03,7.1603651e-02,0.0000000e+00,0.0000000e+00,1.0802949e-01,2.0680445e-04,2.1062101e-02,2.2102944e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3995,4.0699966552105e+00,3.2014,-6.7128953135694e+01,-5.2400086775461e+01,9.9711379076144e+00,1.2712988094135e+00,5.1772994659726e+00,-1.6316686314501e+03,-1.2360679700382e+03, 2.6781346607445e+02, 3.7526718942280e+01, 1.4694222052373e+02, 2.5130440415756e-03,-2.1377004546367e-04, 6.6966793591546e-05, 5.6964757774980e-06, 2.4527018709846e-03,-2.1281662212413e-04, 6.7650626085593e-05, 5.8699256923301e-06
59,1203.00,0.001,-6.268,9.5964496048448e+01,2.6490,49.6565,2.0320,16.9021,2.9312,0.0000,5.8087,0.1541,8.1411,0.0000,0.0000,9.5914,2.9177,1.3963,0.4689,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5630186148243e+03,-1.1828597472790e+03,2.5753403620588e+02,3.6227172791382e+01,1.4162456352942e+02,4.1716755e-01,4.1652992e-02,1.3103808e-02,7.9876228e-03,0.0000000e+00,4.7995506e-02,3.8129870e-03,7.1288322e-02,0.0000000e+00,0.0000000e+00,1.0815249e-01,2.0597235e-04,2.1041619e-02,2.2235328e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4073,4.1473257320702e+00,3.2020,-6.8379947350879e+01,-5.3387183131785e+01,1.0156667153808e+01,1.2952425264583e+00,5.2745549254054e+00,-1.6313985621752e+03,-1.2362469304108e+03, 2.6769070335968e+02, 3.7522415317841e+01, 1.4689911845483e+02, 2.5113649310499e-03,-2.1373718776201e-04, 6.6929724799880e-05, 5.6962534514772e-06, 2.4499072081921e-03,-2.1276578332470e-04, 6.7626232449883e-05, 5.8730993044897e-06
60,1202.00,0.001,-6.279,9.5887259993134e+01,2.6489,49.6640,2.0336,16.9157,2.9320,0.0000,5.8052,0.1540,8.1098,0.0000,0.0000,9.5988,2.9201,1.3975,0.4693,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5615025761309e+03,-1.1820548553447e+03,2.5722653342793e+02,3.6199016821820e+01,1.4148468630648e+02,4.1720170e-01,4.1704182e-02,1.3089293e-02,8.0063979e-03,0.0000000e+00,4.8031838e-02,3.8126237e-03,7.0974262e-02,0.0000000e+00,0.0000000e+00,1.0827527e-01,2.0514290e-04,2.1021149e-02,2.2368439e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4150,4.2244138560033e+00,3.2025,-6.9626030089304e+01,-5.4370828704426e+01,1.0341457739808e+01,1.3191028396363e+00,5.3714607989262e+00,-1.6311286062202e+03,-1.2364256840491e+03, 2.6756799116774e+02, 3.7518119661456e+01, 1.4685614710540e+02, 2.5096902146431e-03,-2.1370456986995e-04, 6.6892750417379e-05, 5.6960362565690e-06, 2.4471216761843e-03,-2.1271524606622e-04, 6.7601882344751e-05, 5.8762713670721e-06
61,1201.00,0.001,-6.290,9.5810262966112e+01,2.6488,49.6715,2.0353,16.9293,2.9328,0.0000,5.8017,0.1538,8.0786,0.0000,0.0000,9.6062,2.9224,1.3986,0.4697,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5599915378244e+03,-1.1812531919061e+03,2.5691981543142e+02,3.6170951747620e+01,1.4134528691696e+02,4.1723520e-01,4.1755397e-02,1.3074748e-02,8.0251750e-03,0.0000000e+00,4.8067819e-02,3.8122352e-03,7.0661465e-02,0.0000000e+00,0.0000000e+00,1.0839783e-01,2.0431609e-04,2.1000691e-02,2.2502281e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4227,4.3012623417953e+00,3.2030,-7.0867225644028e+01,-5.5351040034913e+01,1.0525513420693e+01,1.3428801786931e+00,5.4680188541839e+00,-1.6308587634684e+03,-1.2366042319411e+03, 2.6744532885211e+02, 3.7513831926313e+01, 1.4681330577115e+02, 2.5080198676085e-03,-2.1367219023556e-04, 6.6855869923790e-05, 5.6958241604129e-06, 2.4443452261550e-03,-2.1266500848342e-04, 6.7577575597410e-05, 5.8794418783138e-06
62,1200.00,0.001,-6.302,9.5733503654230e+01,2.6487,49.6791,2.0369,16.9429,2.9336,0.0000,5.7982,0.1537,8.0475,0.0000,0.0000,9.6135,2.9248,1.3997,0.4701,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5584854756176e+03,-1.1804547414835e+03,2.5661387783598e+02,3.6142977094470e+01,1.4120636290046e+02,4.1726807e-01,4.1806637e-02,1.3060173e-02,8.0439540e-03,0.0000000e+00,4.8103447e-02,3.8118216e-03,7.0349927e-02,0.0000000e+00,0.0000000e+00,1.0852018e-01,2.0349192e-04,2.0980245e-02,2.2636859e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4305,4.3778724983780e+00,3.2035,-7.2103558186043e+01,-5.6327833585163e+01,1.0708837932919e+01,1.3665749713392e+00,5.5642308503636e+00,-1.6305890338036e+03,-1.2367825750687e+03, 2.6732271576890e+02, 3.7509552065809e+01, 1.4677059375083e+02, 2.5063538652942e-03,-2.1364004731352e-04, 6.6819082800481e-05, 5.6956171307698e-06, 2.4415778095153e-03,-2.1261506871909e-04, 6.7553312034413e-05, 5.8826108364941e-06
63,1199.00,0.001,-6.313,9.5656980750096e+01,2.6487,49.6866,2.0385,16.9564,2.9344,0.0000,5.7947,0.1536,8.0165,0.0000,0.0000,9.6209,2.9271,1.4008,0.4704,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5569843653445e+03,-1.1796594886696e+03,2.5630871628226e+02,3.6115092390281e+01,1.4106791180797e+02,4.1730030e-01,4.1857903e-02,1.3045569e-02,8.0627347e-03,0.0000000e+00,4.8138721e-02,3.8113827e-03,7.0039644e-02,0.0000000e+00,0.0000000e+00,1.0864231e-01,2.0267037e-04,2.0959811e-02,2.2772176e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4382,4.4542456288739e+00,3.2041,-7.3335051765156e+01,-5.7301225738078e+01,1.0891434994449e+01,1.3901876432647e+00,5.6600985382484e+00,-1.6303194171097e+03,-1.2369607144077e+03, 2.6720015127671e+02, 3.7505280033545e+01, 1.4672801034621e+02, 2.5046921831413e-03,-2.1360813956500e-04, 6.6782388530391e-05, 5.6954151355206e-06, 2.4388193778905e-03,-2.1256542492397e-04, 6.7529091481622e-05, 5.8857782399353e-06
64,1198.00,0.001,-6.324,9.5580692952074e+01,2.6486,49.6941,2.0402,16.9700,2.9352,0.0000,5.7911,0.1534,7.9856,0.0000,0.0000,9.6283,2.9295,1.4020,0.4708,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5554881829598e+03,-1.1788674181297e+03,2.5600432643181e+02,3.6087297165179e+01,1.4092993120185e+02,4.1733189e-01,4.1909194e-02,1.3030936e-02,8.0815172e-03,0.0000000e+00,4.8173640e-02,3.8109186e-03,6.9730612e-02,0.0000000e+00,0.0000000e+00,1.0876422e-01,2.0185145e-04,2.0939389e-02,2.2908237e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4460,4.5303830306342e+00,3.2046,-7.4561730310762e+01,-5.8271232798053e+01,1.1073308304870e+01,1.4137186181521e+00,5.7556236602734e+00,-1.6300499132706e+03,-1.2371386509277e+03, 2.6707763473668e+02, 3.7501015783331e+01, 1.4668555486213e+02, 2.5030347966842e-03,-2.1357646545763e-04, 6.6745786598047e-05, 5.6952181426659e-06, 2.4360698831198e-03,-2.1251607525675e-04, 6.7504913764236e-05, 5.8889440870017e-06
65,1197.00,0.001,-6.335,9.5504638964239e+01,2.6485,49.7017,2.0418,16.9835,2.9359,0.0000,5.7874,0.1533,7.9548,0.0000,0.0000,9.6356,2.9318,1.4031,0.4712,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5539969045382e+03,-1.1780785146011e+03,2.5570070396702e+02,3.6059590951490e+01,1.4079241865581e+02,4.1736285e-01,4.1960513e-02,1.3016273e-02,8.1003012e-03,0.0000000e+00,4.8208202e-02,3.8104294e-03,6.9422825e-02,0.0000000e+00,0.0000000e+00,1.0888592e-01,2.0103516e-04,2.0918979e-02,2.3045046e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4537,4.6062859952634e+00,3.2051,-7.5783617632451e+01,-5.9237870991376e+01,1.1254461545472e+01,1.4371683176863e+00,5.8508079505642e+00,-1.6297805221706e+03,-1.2373163855924e+03, 2.6695516551250e+02, 3.7496759269176e+01, 1.4664322660637e+02, 2.5013816815495e-03,-2.1354502346549e-04, 6.6709276489548e-05, 5.6950261203246e-06, 2.4333292772547e-03,-2.1246701788399e-04, 6.7480778706784e-05, 5.8921083760994e-06
66,1196.00,0.001,-6.347,9.5428817496266e+01,2.6484,49.7092,2.0434,16.9970,2.9367,0.0000,5.7838,0.1531,7.9241,0.0000,0.0000,9.6429,2.9341,1.4042,0.4716,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5525105062724e+03,-1.1772927628920e+03,2.5539784459072e+02,3.6031973283705e+01,1.4065537175462e+02,4.1739318e-01,4.2011858e-02,1.3001582e-02,8.1190865e-03,0.0000000e+00,4.8242407e-02,3.8099149e-03,6.9116280e-02,0.0000000e+00,0.0000000e+00,1.0900739e-01,2.0022148e-04,2.0898581e-02,2.3182608e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4615,4.6819558087346e+00,3.2056,-7.7000737421742e+01,-6.0201156467428e+01,1.1434898379548e+01,1.4605371615882e+00,5.9456531350759e+00,-1.6295112436942e+03,-1.2374939193594e+03, 2.6683274297027e+02, 3.7492510445293e+01, 1.4660102488970e+02, 2.4997328134540e-03,-2.1351381206892e-04, 6.6672857692510e-05, 5.6948390367315e-06, 2.4305975125550e-03,-2.1241825097996e-04, 6.7456686133098e-05, 5.8952711056774e-06
67,1195.00,0.001,-6.358,9.5353227263546e+01,2.6484,49.7167,2.0450,17.0104,2.9374,0.0000,5.7800,0.1530,7.8935,0.0000,0.0000,9.6502,2.9365,1.4053,0.4719,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5510289644747e+03,-1.1765101478822e+03,2.5509574402649e+02,3.6004443698507e+01,1.4051878809437e+02,4.1742287e-01,4.2063231e-02,1.2986861e-02,8.1378732e-03,0.0000000e+00,4.8276253e-02,3.8093752e-03,6.8810972e-02,0.0000000e+00,0.0000000e+00,1.0912865e-01,1.9941041e-04,2.0878194e-02,2.3320927e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4693,4.7573937512766e+00,3.2062,-7.8213113251005e+01,-6.1161105297876e+01,1.1614622452153e+01,1.4838255675876e+00,6.0401609314818e+00,-1.6292420777257e+03,-1.2376712531801e+03, 2.6671036647864e+02, 3.7488269266095e+01, 1.4655894902585e+02, 2.4980881682068e-03,-2.1348282975468e-04, 6.6636529696135e-05, 5.6946568602398e-06, 2.4278745414927e-03,-2.1236977272677e-04, 6.7432635866371e-05, 5.8984322742245e-06
68,1194.00,0.001,-6.369,9.5277866987001e+01,2.6483,49.7243,2.0466,17.0239,2.9381,0.0000,5.7763,0.1528,7.8629,0.0000,0.0000,9.6575,2.9388,1.4064,0.4723,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5495522555741e+03,-1.1757306545218e+03,2.5479439801813e+02,3.5977001734720e+01,1.4038266528208e+02,4.1745194e-01,4.2114632e-02,1.2972112e-02,8.1566610e-03,0.0000000e+00,4.8309740e-02,3.8088103e-03,6.8506897e-02,0.0000000e+00,0.0000000e+00,1.0924970e-01,1.9860194e-04,2.0857820e-02,2.3460008e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4771,4.8326010975488e+00,3.2067,-7.9420768575871e+01,-6.2117733478345e+01,1.1793637390537e+01,1.5070339514721e+00,6.1343330493749e+00,-1.6289730241500e+03,-1.2378483880002e+03, 2.6658803540867e+02, 3.7484035686192e+01, 1.4651699833146e+02, 2.4964477217063e-03,-2.1345207501571e-04, 6.6600291991128e-05, 5.6944795593166e-06, 2.4251603167453e-03,-2.1232158131414e-04, 6.7408627729110e-05, 5.9015918802715e-06
69,1193.00,0.001,-6.381,9.5202735393068e+01,2.6482,49.7318,2.0483,17.0373,2.9388,0.0000,5.7725,0.1527,7.8325,0.0000,0.0000,9.6648,2.9411,1.4075,0.4727,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5480803561158e+03,-1.1749542678303e+03,2.5449380232960e+02,3.5949646933293e+01,1.4024700093574e+02,4.1748038e-01,4.2166062e-02,1.2957335e-02,8.1754498e-03,0.0000000e+00,4.8342866e-02,3.8082202e-03,6.8204051e-02,0.0000000e+00,0.0000000e+00,1.0937052e-01,1.9779608e-04,2.0837458e-02,2.3599854e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4849,4.9075791166830e+00,3.2072,-8.0623726736069e+01,-6.3071056928995e+01,1.1971946804266e+01,1.5301627271016e+00,6.2281711903264e+00,-1.6287040828519e+03,-1.2380253247593e+03, 2.6646574913387e+02, 3.7479809660395e+01, 1.4647517212607e+02, 2.4948114499392e-03,-2.1342154635111e-04, 6.6564144069693e-05, 5.6943071025419e-06, 2.4224547911954e-03,-2.1227367493932e-04, 6.7384661543141e-05, 5.9047499223902e-06
70,1192.00,0.001,-6.392,9.5127831213933e+01,2.6481,49.7393,2.0499,17.0507,2.9395,0.0000,5.7687,0.1525,7.8021,0.0000,0.0000,9.6721,2.9434,1.4086,0.4730,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5466132427639e+03,-1.1741809728987e+03,2.5419395274560e+02,3.5922378837373e+01,1.4011179268459e+02,4.1750819e-01,4.2217521e-02,1.2942530e-02,8.1942396e-03,0.0000000e+00,4.8375629e-02,3.8076049e-03,6.7902429e-02,0.0000000e+00,0.0000000e+00,1.0949113e-01,1.9699281e-04,2.0817107e-02,2.3740471e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4927,4.9823290720146e+00,3.2078,-8.1822010952481e+01,-6.4021091492361e+01,1.2149554284626e+01,1.5532123063402e+00,6.3216770476058e+00,-1.6284352537164e+03,-1.2382020643911e+03, 2.6634350703022e+02, 3.7475591143713e+01, 1.4643346973220e+02, 2.4931793289862e-03,-2.1339124226636e-04, 6.6528085425663e-05, 5.6941394586155e-06, 2.4197579179381e-03,-2.1222605180743e-04, 6.7360737129710e-05, 5.9079063991897e-06
71,1191.00,0.001,-6.404,9.5053153186877e+01,2.6481,49.7469,2.0515,17.0641,2.9402,0.0000,5.7648,0.1524,7.7718,0.0000,0.0000,9.6794,2.9457,1.4097,0.4734,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5451508922930e+03,-1.1734107548840e+03,2.5389484506981e+02,3.5895196992103e+01,1.3997703816814e+02,4.1753538e-01,4.2269010e-02,1.2927696e-02,8.2130301e-03,0.0000000e+00,4.8408030e-02,3.8069644e-03,6.7602027e-02,0.0000000e+00,0.0000000e+00,1.0961153e-01,1.9619212e-04,2.0796768e-02,2.3881862e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5005,5.0568522217568e+00,3.2083,-8.3015644335635e+01,-6.4967852939425e+01,1.2326463406215e+01,1.5761830992377e+00,6.4148523069270e+00,-1.6281665366286e+03,-1.2383786078235e+03, 2.6622130847602e+02, 3.7471380091341e+01, 1.4639189047507e+02, 2.4915513350074e-03,-2.1336116127265e-04, 6.6492115554162e-05, 5.6939765963398e-06, 2.4170696502591e-03,-2.1217871013060e-04, 6.7336854309250e-05, 5.9110613093244e-06
72,1190.00,0.001,-6.415,9.4978700054903e+01,2.6480,49.7544,2.0531,17.0775,2.9409,0.0000,5.7609,0.1522,7.7417,0.0000,0.0000,9.6866,2.9480,1.4108,0.4738,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5436932815956e+03,-1.1726435990143e+03,2.5359647512652e+02,3.5868100944810e+01,1.3984273503708e+02,4.1756195e-01,4.2320528e-02,1.2912835e-02,8.2318212e-03,0.0000000e+00,4.8440066e-02,3.8062986e-03,6.7302842e-02,0.0000000e+00,0.0000000e+00,1.0973171e-01,1.9539403e-04,2.0776442e-02,2.4024033e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5084,5.1311498183738e+00,3.2088,-8.4204649878302e+01,-6.5911356964230e+01,1.2502677725505e+01,1.5990755138655e+00,6.5076986457741e+00,-1.6278979314739e+03,-1.2385549559785e+03, 2.6609915285203e+02, 3.7467176458675e+01, 1.4635043368286e+02, 2.4899274442567e-03,-2.1333130188749e-04, 6.6456233951950e-05, 5.6938184846353e-06, 2.4143899416554e-03,-2.1213164812870e-04, 6.7313012901644e-05, 5.9142146514841e-06
73,1189.00,0.001,-6.426,9.4904470566402e+01,2.6479,49.7619,2.0547,17.0909,2.9415,0.0000,5.7570,0.1521,7.7116,0.0000,0.0000,9.6939,2.9503,1.4119,0.4742,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5422403876779e+03,-1.1718794905853e+03,2.5329883875973e+02,3.5841090244895e+01,1.3970888095279e+02,4.1758789e-01,4.2372077e-02,1.2897946e-02,8.2506128e-03,0.0000000e+00,4.8471736e-02,3.8056076e-03,6.7004867e-02,0.0000000e+00,0.0000000e+00,1.0985167e-01,1.9459851e-04,2.0756127e-02,2.4166987e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5162,5.2052231089078e+00,3.2094,-8.5389050459897e+01,-6.6851619187033e+01,1.2678200781632e+01,1.6218899564073e+00,6.6002177337738e+00,-1.6276294381378e+03,-1.2387311097724e+03, 2.6597703954136e+02, 3.7462980201302e+01, 1.4630909868656e+02, 2.4883076330741e-03,-2.1330166263439e-04, 6.6420440117245e-05, 5.6936650925325e-06, 2.4117187458241e-03,-2.1208486402899e-04, 6.7289212726099e-05, 5.9173664243988e-06
74,1188.00,0.001,-6.438,9.4830463474899e+01,2.6478,49.7695,2.0563,17.1042,2.9422,0.0000,5.7530,0.1519,7.6816,0.0000,0.0000,9.7011,2.9526,1.4130,0.4745,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5407921876559e+03,-1.1711184149589e+03,2.5300193183242e+02,3.5814164443764e+01,1.3957547358692e+02,4.1761322e-01,4.2423658e-02,1.2883029e-02,8.2694048e-03,0.0000000e+00,4.8503040e-02,3.8048914e-03,6.6708100e-02,0.0000000e+00,0.0000000e+00,1.0997142e-01,1.9380556e-04,2.0735824e-02,2.4310731e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5240,5.2790733352373e+00,3.2099,-8.6568868849752e+01,-6.7788655156592e+01,1.2853036097019e+01,1.6446268312291e+00,6.6924112329830e+00,-1.6273610565056e+03,-1.2389070701155e+03, 2.6585496792944e+02, 3.7458791274993e+01, 1.4626788481990e+02, 2.4866918778808e-03,-2.1327224204251e-04, 6.6384733549608e-05, 5.6935163891656e-06, 2.4090560166533e-03,-2.1203835606568e-04, 6.7265453601076e-05, 5.9205166268398e-06
75,1187.00,0.001,-6.449,9.4756677539623e+01,2.6478,49.7770,2.0579,17.1175,2.9428,0.0000,5.7490,0.1518,7.6517,0.0000,0.0000,9.7083,2.9549,1.4141,0.4749,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5393486587626e+03,-1.1703603575671e+03,2.5270575022806e+02,3.5787323094987e+01,1.3944251062220e+02,4.1763792e-01,4.2475270e-02,1.2868085e-02,8.2881970e-03,0.0000000e+00,4.8533977e-02,3.8041500e-03,6.6412537e-02,0.0000000e+00,0.0000000e+00,1.1009095e-01,1.9301519e-04,2.0715532e-02,2.4455267e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5319,5.3527017335057e+00,3.2104,-8.7744127700683e+01,-6.8722480345538e+01,1.3027187176074e+01,1.6672865407327e+00,6.7842807972858e+00,-1.6270927864633e+03,-1.2390828379126e+03, 2.6573293740414e+02, 3.7454609635720e+01, 1.4622679141949e+02, 2.4850801551912e-03,-2.1324303864732e-04, 6.6349113750240e-05, 5.6933723437863e-06, 2.4064017082417e-03,-2.1199212248075e-04, 6.7241735344512e-05, 5.9236652576129e-06
