Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
159,1122.00,0.001,-7.229,32.4097,2.6291,53.8151,0.0000,29.4172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7124,4.7098,0.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-558.028,-448.687,78.372,12.327,39.768,0.412801,0.567275,0.019923
160,1121.00,0.001,-7.242,32.7585,2.6287,53.8758,0.0000,29.3748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6633,4.7342,0.3519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-563.945,-453.529,79.200,12.462,40.193,0.414882,0.564827,0.020290
161,1120.00,0.001,-7.254,33.1000,2.6283,53.9355,0.0000,29.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6150,4.7580,0.3584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.735,-458.270,80.009,12.594,40.609,0.416918,0.562421,0.020661
162,1120.00,0.001,-7.254,33.1000,2.6283,53.9355,0.0000,29.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6150,4.7580,0.3584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.735,-458.270,80.009,12.594,40.609,0.416918,0.562421,0.020661
163,1121.00,0.001,-7.242,32.7585,2.6287,53.8758,0.0000,29.3748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6633,4.7342,0.3519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-563.945,-453.529,79.200,12.462,40.193,0.414882,0.564827,0.020290
164,1122.00,0.001,-7.229,32.4097,2.6291,53.8151,0.0000,29.4172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7124,4.7098,0.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-558.028,-448.687,78.372,12.327,39.768,0.412801,0.567275,0.019923
165,1123.00,0.001,-7.217,32.0535,2.6295,53.7533,0.0000,29.4602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7624,4.6850,0.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-551.980,-443.743,77.526,12.190,39.334,0.410675,0.569766,0.019559
166,1124.00,0.001,-7.204,31.6896,2.6300,53.6903,0.0000,29.5040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8132,4.6596,0.3328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-545.799,-438.693,76.660,12.049,38.890,0.408502,0.572301,0.019198
167,1125.00,0.001,-7.192,31.3178,2.6304,53.6263,0.0000,29.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8649,4.6337,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-539.479,-433.534,75.775,11.906,38.437,0.406282,0.574879,0.018840
168,1125.00,0.001,-7.192,31.3178,2.6304,53.6263,0.0000,29.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8649,4.6337,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-539.479,-433.534,75.775,11.906,38.437,0.406282,0.574879,0.018840
169,1126.00,0.001,-7.179,30.9379,2.6309,53.5612,0.0000,29.5938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9174,4.6072,0.3204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-533.017,-428.263,74.870,11.760,37.973,0.404014,0.577501,0.018485
170,1127.00,0.001,-7.167,30.5496,2.6313,53.4950,0.0000,29.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9708,4.5802,0.3142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-526.410,-422.877,73.944,11.610,37.499,0.401699,0.580168,0.018133
171,1128.00,0.001,-7.154,30.1528,2.6318,53.4276,0.0000,29.6865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0251,4.5526,0.3082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-519.652,-417.373,72.996,11.457,37.015,0.399336,0.582880,0.017784
172,1128.00,0.001,-7.154,30.1528,2.6318,53.4276,0.0000,29.6865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0251,4.5526,0.3082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-519.652,-417.373,72.996,11.457,37.015,0.399336,0.582880,0.017784
173,1127.00,0.001,-7.167,30.5496,2.6313,53.4950,0.0000,29.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9708,4.5802,0.3142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-526.410,-422.877,73.944,11.610,37.499,0.401699,0.580168,0.018133
174,1126.00,0.001,-7.179,30.9379,2.6309,53.5612,0.0000,29.5938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9174,4.6072,0.3204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-533.017,-428.263,74.870,11.760,37.973,0.404014,0.577501,0.018485
175,1125.00,0.001,-7.192,31.3178,2.6304,53.6263,0.0000,29.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8649,4.6337,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-539.479,-433.534,75.775,11.906,38.437,0.406282,0.574879,0.018840
176,1124.00,0.001,-7.204,31.6896,2.6300,53.6903,0.0000,29.5040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8132,4.6596,0.3328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-545.799,-438.693,76.660,12.049,38.890,0.408502,0.572301,0.019198
177,1123.00,0.001,-7.217,32.0535,2.6295,53.7533,0.0000,29.4602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7624,4.6850,0.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-551.980,-443.743,77.526,12.190,39.334,0.410675,0.569766,0.019559
178,1122.00,0.001,-7.229,32.4097,2.6291,53.8151,0.0000,29.4172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7124,4.7098,0.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-558.028,-448.687,78.372,12.327,39.768,0.412801,0.567275,0.019923
179,1121.00,0.001,-7.242,32.7585,2.6287,53.8758,0.0000,29.3748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6633,4.7342,0.3519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-563.945,-453.529,79.200,12.462,40.193,0.414882,0.564827,0.020290
180,1120.00,0.001,-7.254,33.1000,2.6283,53.9355,0.0000,29.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6150,4.7580,0.3584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.735,-458.270,80.009,12.594,40.609,0.416918,0.562421,0.020661
181,1120.00,0.001,-7.254,33.1000,2.6283,53.9355,0.0000,29.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6150,4.7580,0.3584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.735,-458.270,80.009,12.594,40.609,0.416918,0.562421,0.020661
182,1119.00,0.001,-7.267,33.4344,2.6279,53.9941,0.0000,29.2922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5676,4.7812,0.3649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-575.401,-462.914,80.801,12.723,41.016,0.418909,0.560057,0.021033
183,1118.00,0.001,-7.280,33.7619,2.6275,54.0517,0.0000,29.2519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5209,4.8040,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-580.946,-467.463,81.575,12.850,41.415,0.420856,0.557735,0.021409
184,1117.00,0.001,-7.292,34.0826,2.6271,54.1083,0.0000,29.2123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4751,4.8263,0.3780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-586.373,-471.919,82.332,12.974,41.805,0.422760,0.555453,0.021787
185,1116.00,0.001,-7.305,34.3968,2.6267,54.1638,0.0000,29.1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4300,4.8480,0.3847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-591.685,-476.284,83.073,13.095,42.187,0.424620,0.553211,0.022168
186,1115.00,0.001,-7.318,34.7046,2.6263,54.2184,0.0000,29.1352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3857,4.8693,0.3914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-596.886,-480.561,83.798,13.214,42.561,0.426438,0.551010,0.022552
187,1114.00,0.001,-7.330,35.0061,2.6260,54.2719,0.0000,29.0976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3422,4.8901,0.3981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-601.977,-484.752,84.507,13.331,42.928,0.428214,0.548847,0.022938
188,1113.00,0.001,-7.343,35.3016,2.6256,54.3244,0.0000,29.0607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2995,4.9104,0.4049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-606.961,-488.859,85.201,13.445,43.286,0.429949,0.546724,0.023327
189,1112.00,0.001,-7.356,35.5910,2.6253,54.3760,0.0000,29.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2575,4.9303,0.4118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-611.841,-492.884,85.880,13.557,43.638,0.431643,0.544639,0.023718
190,1111.00,0.001,-7.368,35.8746,2.6249,54.4266,0.0000,28.9888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2163,4.9496,0.4186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-616.619,-496.828,86.544,13.667,43.982,0.433296,0.542592,0.024112
191,1110.00,0.001,-7.381,36.1525,2.6246,54.4763,0.0000,28.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1758,4.9685,0.4255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-621.297,-500.694,87.194,13.774,44.319,0.434910,0.540583,0.024507
192,1110.00,0.001,-7.381,36.1525,2.6246,54.4763,0.0000,28.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1758,4.9685,0.4255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-621.297,-500.694,87.194,13.774,44.319,0.434910,0.540583,0.024507
193,1109.00,0.001,-7.394,36.4249,2.6243,54.5251,0.0000,28.9194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1361,4.9870,0.4325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-625.878,-504.484,87.830,13.880,44.649,0.436484,0.538610,0.024905
194,1108.00,0.001,-7.407,36.6918,2.6240,54.5729,0.0000,28.8856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0971,5.0050,0.4395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-630.364,-508.198,88.452,13.983,44.972,0.438020,0.536675,0.025305
195,1107.00,0.001,-7.420,36.9567,2.6236,54.6203,0.0000,28.8520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0583,5.0227,0.4467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-634.815,-511.885,89.069,14.086,45.293,0.439531,0.534752,0.025717
196,1106.00,0.001,-7.432,37.2294,2.6233,54.6689,0.0000,28.8175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0185,5.0405,0.4545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-639.394,-515.678,89.705,14.192,45.623,0.441054,0.532778,0.026167
197,1105.00,0.001,-7.445,37.4961,2.6230,54.7166,0.0000,28.7836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9794,5.0579,0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-643.871,-519.389,90.325,14.295,45.946,0.442535,0.530844,0.026621
198,1105.00,0.001,-7.445,37.4961,2.6230,54.7166,0.0000,28.7836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9794,5.0579,0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-643.871,-519.389,90.325,14.295,45.946,0.442535,0.530844,0.026621
199,1104.00,0.001,-7.458,37.7570,2.6227,54.7632,0.0000,28.7505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9412,5.0748,0.4704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-648.246,-523.020,90.931,14.396,46.262,0.443973,0.528950,0.027077
200,1103.00,0.001,-7.471,38.0122,2.6224,54.8088,0.0000,28.7179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9037,5.0912,0.4784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-652.523,-526.573,91.523,14.495,46.570,0.445371,0.527094,0.027535
201,1102.00,0.001,-7.484,38.2620,2.6221,54.8535,0.0000,28.6860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.8670,5.1071,0.4865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-656.704,-530.051,92.101,14.592,46.872,0.446727,0.525277,0.027996
202,1101.00,0.001,-7.497,38.5064,2.6218,54.8972,0.0000,28.6548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.8310,5.1225,0.4946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-660.791,-533.454,92.666,14.687,47.167,0.448044,0.523497,0.028459
203,1100.00,0.001,-7.510,38.7455,2.6215,54.9399,0.0000,28.6241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7957,5.1375,0.5027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-664.786,-536.785,93.217,14.780,47.456,0.449321,0.521753,0.028925
204,1100.00,0.001,-7.510,38.7455,2.6215,54.9399,0.0000,28.6241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7957,5.1375,0.5027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-664.786,-536.785,93.217,14.780,47.456,0.449321,0.521753,0.028925
205,1099.00,0.001,-7.523,38.9803,2.6212,54.9819,0.0000,28.5940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7611,5.1521,0.5109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-668.705,-540.056,93.757,14.871,47.739,0.450563,0.520042,0.029396
206,1098.00,0.001,-7.536,39.2101,2.6210,55.0230,0.0000,28.5645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7271,5.1662,0.5192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-672.538,-543.259,94.285,14.960,48.016,0.451766,0.518365,0.029869
207,1097.00,0.001,-7.549,39.4350,2.6207,55.0632,0.0000,28.5356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6939,5.1799,0.5275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-676.286,-546.395,94.801,15.047,48.287,0.452932,0.516723,0.030345
208,1096.00,0.001,-7.562,39.6552,2.6205,55.1024,0.0000,28.5072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6614,5.1932,0.5358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-679.950,-549.465,95.304,15.133,48.552,0.454062,0.515116,0.030822
209,1095.00,0.001,-7.575,39.8707,2.6202,55.1409,0.0000,28.4795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6295,5.2060,0.5442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-683.533,-552.470,95.796,15.217,48.811,0.455155,0.513543,0.031302
210,1094.00,0.001,-7.588,40.0816,2.6200,55.1784,0.0000,28.4523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5983,5.2184,0.5526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-687.036,-555.413,96.276,15.298,49.064,0.456213,0.512003,0.031784
211,1093.00,0.001,-7.601,40.2880,2.6197,55.2152,0.0000,28.4256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5677,5.2305,0.5610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-690.462,-558.294,96.745,15.379,49.312,0.457236,0.510497,0.032267
212,1092.00,0.001,-7.614,40.4901,2.6195,55.2511,0.0000,28.3995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5378,5.2421,0.5695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-693.812,-561.116,97.202,15.457,49.555,0.458225,0.509022,0.032753
213,1091.00,0.001,-7.627,40.6880,2.6193,55.2862,0.0000,28.3739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5085,5.2533,0.5780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-697.088,-563.879,97.650,15.534,49.792,0.459181,0.507579,0.033240
214,1090.00,0.001,-7.640,40.8817,2.6191,55.3206,0.0000,28.3489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4798,5.2642,0.5865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-700.291,-566.585,98.086,15.609,50.024,0.460105,0.506166,0.033729
215,1090.00,0.001,-7.640,40.8817,2.6191,55.3206,0.0000,28.3489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4798,5.2642,0.5865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-700.291,-566.585,98.086,15.609,50.024,0.460105,0.506166,0.033729
216,1089.00,0.001,-7.654,41.0713,2.6189,55.3541,0.0000,28.3244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4518,5.2746,0.5951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-703.424,-569.235,98.513,15.683,50.251,0.460996,0.504784,0.034220
217,1088.00,0.001,-7.667,41.2570,2.6187,55.3869,0.0000,28.3004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4243,5.2847,0.6037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-706.489,-571.831,98.929,15.755,50.474,0.461856,0.503432,0.034712
218,1087.00,0.001,-7.680,41.4389,2.6185,55.4190,0.0000,28.2768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3974,5.2945,0.6123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-709.486,-574.374,99.336,15.826,50.691,0.462685,0.502109,0.035206
219,1086.00,0.001,-7.693,41.6169,2.6183,55.4503,0.0000,28.2538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3711,5.3039,0.6210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-712.417,-576.865,99.734,15.895,50.904,0.463485,0.500814,0.035701
220,1085.00,0.001,-7.706,41.7913,2.6181,55.4809,0.0000,28.2312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3453,5.3129,0.6296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-715.285,-579.305,100.121,15.963,51.112,0.464254,0.499547,0.036198
221,1084.00,0.001,-7.720,41.9621,2.6179,55.5108,0.0000,28.2091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3201,5.3216,0.6383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-718.090,-581.696,100.500,16.029,51.315,0.464996,0.498308,0.036696
222,1083.00,0.001,-7.733,42.1294,2.6177,55.5401,0.0000,28.1874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2954,5.3300,0.6470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-720.834,-584.039,100.870,16.094,51.515,0.465709,0.497095,0.037196
223,1082.00,0.001,-7.746,42.2933,2.6175,55.5686,0.0000,28.1662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2713,5.3381,0.6558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-723.519,-586.334,101.232,16.158,51.710,0.466394,0.495908,0.037697
224,1081.00,0.001,-7.760,42.4539,2.6174,55.5966,0.0000,28.1455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2476,5.3458,0.6646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-726.145,-588.584,101.585,16.220,51.901,0.467053,0.494747,0.038199
225,1080.00,0.001,-7.773,42.6112,2.6172,55.6238,0.0000,28.1251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2244,5.3533,0.6733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-728.716,-590.789,101.930,16.281,52.087,0.467686,0.493611,0.038703
226,1080.00,0.001,-7.773,42.6112,2.6172,55.6238,0.0000,28.1251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2244,5.3533,0.6733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-728.716,-590.789,101.930,16.281,52.087,0.467686,0.493611,0.038703
227,1079.00,0.001,-7.786,42.7653,2.6171,55.6505,0.0000,28.1052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2018,5.3604,0.6821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-731.230,-592.951,102.266,16.341,52.270,0.468293,0.492499,0.039208
228,1078.00,0.001,-7.800,42.9163,2.6169,55.6765,0.0000,28.0856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1796,5.3673,0.6910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-733.691,-595.070,102.595,16.400,52.449,0.468875,0.491411,0.039714
229,1077.00,0.001,-7.813,43.0643,2.6168,55.7020,0.0000,28.0665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1579,5.3738,0.6998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-736.100,-597.147,102.917,16.457,52.625,0.469433,0.490346,0.040221
230,1076.00,0.001,-7.827,43.2094,2.6166,55.7269,0.0000,28.0478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1366,5.3801,0.7087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-738.457,-599.184,103.230,16.513,52.796,0.469967,0.489304,0.040729
231,1075.00,0.001,-7.840,43.3516,2.6165,55.7512,0.0000,28.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1158,5.3861,0.7176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-740.765,-601.182,103.537,16.569,52.964,0.470477,0.488284,0.041238
232,1074.00,0.001,-7.853,43.4910,2.6163,55.7749,0.0000,28.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0954,5.3919,0.7265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-743.024,-603.141,103.836,16.623,53.129,0.470965,0.487286,0.041749
233,1073.00,0.001,-7.867,43.6276,2.6162,55.7981,0.0000,27.9937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0754,5.3973,0.7354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-745.235,-605.062,104.129,16.676,53.290,0.471431,0.486309,0.042260
234,1072.00,0.001,-7.880,43.7616,2.6161,55.8208,0.0000,27.9765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0558,5.4026,0.7443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-747.401,-606.947,104.415,16.728,53.448,0.471875,0.485352,0.042773
235,1071.00,0.001,-7.894,43.8931,2.6160,55.8430,0.0000,27.9595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0367,5.4075,0.7533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-749.521,-608.797,104.694,16.779,53.603,0.472299,0.484415,0.043287
236,1070.00,0.001,-7.907,44.0220,2.6158,55.8647,0.0000,27.9429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0179,5.4123,0.7623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-751.598,-610.611,104.967,16.829,53.754,0.472702,0.483497,0.043801
237,1070.00,0.001,-7.907,44.0220,2.6158,55.8647,0.0000,27.9429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0179,5.4123,0.7623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-751.598,-610.611,104.967,16.829,53.754,0.472702,0.483497,0.043801
238,1069.00,0.001,-7.921,44.1484,2.6157,55.8859,0.0000,27.9266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9995,5.4168,0.7712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-753.632,-612.392,105.234,16.878,53.903,0.473085,0.482599,0.044317
239,1068.00,0.001,-7.935,44.2725,2.6156,55.9066,0.0000,27.9106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9815,5.4211,0.7803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-755.624,-614.140,105.494,16.926,54.048,0.473448,0.481718,0.044834
240,1067.00,0.001,-7.948,44.3942,2.6155,55.9269,0.0000,27.8949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9638,5.4251,0.7893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-757.576,-615.856,105.749,16.973,54.191,0.473793,0.480856,0.045351
241,1066.00,0.001,-7.962,44.5137,2.6154,55.9467,0.0000,27.8795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9465,5.4290,0.7983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-759.488,-617.541,105.998,17.020,54.331,0.474119,0.480011,0.045870
242,1065.00,0.001,-7.975,44.6309,2.6153,55.9661,0.0000,27.8644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9295,5.4326,0.8074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-761.363,-619.196,106.241,17.065,54.468,0.474427,0.479183,0.046390
243,1064.00,0.001,-7.989,44.7553,2.6152,55.9849,0.0000,27.8496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9129,5.4355,0.8172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-763.356,-620.948,106.501,17.114,54.613,0.474676,0.478373,0.046951
244,1063.00,0.001,-8.003,44.8941,2.6151,56.0030,0.0000,27.8349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8965,5.4373,0.8283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-765.592,-622.898,106.795,17.167,54.776,0.474831,0.477581,0.047588
245,1062.00,0.001,-8.016,45.0303,2.6150,56.0207,0.0000,27.8205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8805,5.4390,0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-767.782,-624.812,107.082,17.220,54.936,0.474970,0.476804,0.048226
