0: 15D-TMTE-TiO2,1:15D-ILM-TiO2,2:15D-Temps,3:15D-NNO,4:21A-TMTE-TiO2,5:21A-ILM-TiO2,6:21A-temps,7:21A-NNO,8:19i-TMTE-TiO2,9:19i-ILM_bottom-TiO2,10:19i-ILM_top-TiO2,11:19i-temps_bottom,12:19i-NNO_bottom,13:19i-temps_top,14:19i-NNO_top,15:3D-TMTE-TiO2,16:3D-ILM-TiO2,17:3D-temps,18:3D-NNO,19:21F-TMTE-TiO2,20:21F-ILM-TiO2,21:21F-temps,22:21F-NNO,23:19G-TMTE,24:19G-ILM,25:19G-Temps,26:19G-NNO,27:19H-TMTE31,28:19H-TMTE32,29:19H-ILM,230:19H-31-temps,31:19H-31-NNO,32:19H-32-temps,33:19H-32-NNO,34:15D-TMTE-TiO2,35:15D-ILM-TiO2
0.00,0.00,0,0.00,0.00,0.00,793.2585204,0.373900324,0.00,0.00,0.00,0,0,808.9290766,0.683388307,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,8.30,0.00
0.00,0.00,0,0.00,0.00,0.00,788.3804445,0.38534821,0.00,0.00,0.00,0,0,804.6418769,0.702755221,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.5501439,0.372552247,0.00,0.00,0.00,0,0,800.3219451,0.711913,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.0968997,0.379634864,0.00,0.00,0.00,0,0,823.9312479,0.637301469,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.1664503,0.381427971,0.00,0.00,0.00,0,0,801.3002252,0.715838605,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.0923724,0.372547688,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.1082009,0.400617635,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,795.4324779,0.36894837,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,791.0350575,0.381795705,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,795.7132719,0.365209216,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,772.7671226,0.364756491,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.27526,0.347979916,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,777.7661801,0.353455876,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.9842261,0.328633415,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.3236557,0.334921513,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.6018705,0.345593019,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.1382177,0.330366082,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.1340496,0.325345033,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.7445497,0.334782624,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.6797374,0.334455611,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,781.565507,0.340650292,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.3830127,0.341206454,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.2039635,0.317453381,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.7551102,0.330742603,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.0237468,0.321913105,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.1915957,0.33341398,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.3199229,0.320582648,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.8767392,0.327645683,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.9429575,0.32944665,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.8665853,0.320582753,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,776.9737978,0.348725445,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.1688225,0.316968469,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.8255728,0.329814937,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.4510575,0.313214426,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,770.8465739,0.347484427,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,778.3432215,0.330773564,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,775.8378387,0.336227811,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.0436679,0.311473465,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.3859956,0.31774448,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,778.6684698,0.328393104,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.1975952,0.313210079,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.1903512,0.308204478,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.8041672,0.317626705,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.7394709,0.317295671,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,779.6307954,0.323459162,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,778.4500413,0.324005306,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.2595141,0.300317017,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,781.8157278,0.313577104,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.0792755,0.304778863,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.2538067,0.316237259,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.3757522,0.303445329,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.9350004,0.310496767,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.0002913,0.312301004,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.9230759,0.303441354,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,775.0448594,0.331498198,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.2187899,0.299862786,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.8854972,0.312655796,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.5019128,0.296107553,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,773.1754866,0.371758336,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.6859294,0.354951758,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,778.1760872,0.36043747,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.3967124,0.335588206,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.7355171,0.341883092,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,781.0128279,0.352562839,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.55073,0.337317897,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.5472302,0.332291755,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.1570199,0.341733316,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.0921691,0.341409103,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,781.976741,0.347616342,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.7938795,0.348176974,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.6173043,0.324399089,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.1673448,0.337699003,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.4371073,0.328856904,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,782.6034842,0.340375746,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.7332067,0.32752835,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.2894992,0.334594648,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.3559157,0.336394799,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.2797212,0.327530137,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,777.3838435,0.355708533,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.5834158,0.323902487,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.2379649,0.336767994,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.8654698,0.320148224,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,775.7167549,0.394600175,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.2565276,0.377820448,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,780.7370472,0.38329689,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.9856813,0.358451542,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.3174732,0.364743939,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.5858569,0.375427941,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,788.1419762,0.360193497,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.1444837,0.355161899,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,788.7491003,0.364618004,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.6820734,0.364282963,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,784.5533321,0.370484411,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,783.3659182,0.371040413,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.2156884,0.347264734,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.7543087,0.360566243,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,790.0370864,0.351732158,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,785.1853613,0.363234178,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.3314413,0.35039702,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,788.8836401,0.357472031,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,788.9514271,0.359268816,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,788.8762074,0.350397363,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,779.9441072,0.378554872,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.1949478,0.346772206,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,787.8278847,0.359643029,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,792.4763448,0.343023848,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,781.8948347,0.439862102,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.5116217,0.423190094,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,786.9667918,0.428629819,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,793.2883485,0.403829717,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,791.601802,0.410106567,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.8471322,0.420790844,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,794.4510418,0.405607767,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,795.4689731,0.400568774,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,795.0606558,0.410057569,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,793.9875453,0.409690378,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,790.8239912,0.415860025,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,789.6245913,0.416398118,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,795.5429668,0.392661272,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
0.00,0.00,0,0.00,0.00,0.00,793.0519023,0.405952488,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
